[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=16, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.1%   1/1056] CV-SDP S2-Illum MC 15/16 CV=0.0 | time=  3.17s | IPM=  174 | Solved | ETA 1.4h
[  2.4%  25/1056] CV-SDP S2-Illum MC 16/16 CV=0.1 | time=  1.07s | IPM=  115 | Solved | ETA 2.0h
[  2.5%  26/1056] Direct S2-Illum MC 16/16 CV=0.1 | time=  9.27s | IPM=  338 | Solved | ETA 2.1h
[  2.6%  27/1056] CV-SDP S2-Illum MC 16/16 CV=0.2 | time=  1.21s | IPM=  127 | Solved | ETA 2.0h
[  2.7%  28/1056] Direct S2-Illum MC 16/16 CV=0.2 | time=  9.62s | IPM=  355 | Solved | ETA 2.2h
[  2.7%  29/1056] CV-SDP S2-Illum MC 16/16 CV=0.3 | time=  1.12s | IPM=  117 | Solved | ETA 2.1h
[  2.8%  30/1056] Direct S2-Illum MC 16/16 CV=0.3 | time= 10.32s | IPM=  391 | Solved | ETA 2.2h
[  2.9%  31/1056] CV-SDP S2-Illum MC 16/16 CV=0.4 | time=  1.11s | IPM=  117 | Solved | ETA 2.2h
[  3.0%  32/1056] Direct S2-Illum MC 16/16 CV=0.4 | time=  9.08s | IPM=  335 | Solved | ETA 2.3h
[  3.1%  33/1056] CV-SDP S2-Illum MC 16/16 CV=0.5 | time=  0.98s | IPM=  107 | Solved | ETA 2.2h
[  3.2%  34/1056] Direct S2-Illum MC 16/16 CV=0.5 | time=  5.99s | IPM=  231 | Solved | ETA 2.3h
[  3.3%  35/1056] CV-SDP S2-Illum MC 16/16 CV=0.6 | time=  0.98s | IPM=  107 | Solved | ETA 2.2h
[  3.4%  36/1056] Direct S2-Illum MC 16/16 CV=0.6 | time=  5.92s | IPM=  230 | Solved | ETA 2.2h
[  3.5%  37/1056] CV-SDP S2-Illum MC 16/16 CV=0.7 | time=  0.98s | IPM=  107 | Solved | ETA 2.2h
[  3.6%  38/1056] Direct S2-Illum MC 16/16 CV=0.7 | time=  5.73s | IPM=  215 | Solved | ETA 2.2h
[  3.7%  39/1056] CV-SDP S2-Illum MC 16/16 CV=0.8 | time=  1.03s | IPM=  114 | Solved | ETA 2.2h
[  3.8%  40/1056] Direct S2-Illum MC 16/16 CV=0.8 | time=  5.61s | IPM=  211 | Solved | ETA 2.2h
[  3.9%  41/1056] CV-SDP S2-Illum MC 16/16 CV=0.9 | time=  1.06s | IPM=  122 | Solved | ETA 2.1h
