[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=16, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.1%   1/1056] CV-SDP S2-Illum MC 13/16 CV=0.0 | time=  3.13s | IPM=  184 | Solved | ETA 1.5h
[  1.3%  14/1056] Direct S2-Illum MC 13/16 CV=0.6 | time=  6.39s | IPM=  230 | Solved | ETA 2.4h
[  1.4%  15/1056] CV-SDP S2-Illum MC 13/16 CV=0.7 | time=  1.13s | IPM=  121 | Solved | ETA 2.3h
[  1.5%  16/1056] Direct S2-Illum MC 13/16 CV=0.7 | time=  5.93s | IPM=  215 | Solved | ETA 2.4h
[  1.6%  17/1056] CV-SDP S2-Illum MC 13/16 CV=0.8 | time=  1.15s | IPM=  125 | Solved | ETA 2.3h
[  1.7%  18/1056] Direct S2-Illum MC 13/16 CV=0.8 | time=  5.92s | IPM=  210 | Solved | ETA 2.3h
[  1.8%  19/1056] CV-SDP S2-Illum MC 13/16 CV=0.9 | time=  1.12s | IPM=  120 | Solved | ETA 2.3h
[  1.9%  20/1056] Direct S2-Illum MC 13/16 CV=0.9 | time=  5.77s | IPM=  201 | Solved | ETA 2.3h
[  2.0%  21/1056] CV-SDP S2-Illum MC 13/16 CV=1.0 | time=  1.07s | IPM=  112 | Solved | ETA 2.2h
[  2.1%  22/1056] Direct S2-Illum MC 13/16 CV=1.0 | time=  5.57s | IPM=  190 | Solved | ETA 2.3h
[  2.2%  23/1056] CV-SDP S2-Illum MC 14/16 CV=0.0 | time=  1.50s | IPM=  178 | Solved | ETA 2.2h
[  2.3%  24/1056] Direct S2-Illum MC 14/16 CV=0.0 | time=  1.21s | IPM=   18 | Infeasible | ETA 2.1h
[  2.4%  25/1056] CV-SDP S2-Illum MC 14/16 CV=0.1 | time=  1.14s | IPM=  115 | Solved | ETA 2.1h
[  2.5%  26/1056] Direct S2-Illum MC 14/16 CV=0.1 | time=  9.00s | IPM=  320 | Solved | ETA 2.2h
[  2.6%  27/1056] CV-SDP S2-Illum MC 14/16 CV=0.2 | time=  0.91s | IPM=   91 | Solved | ETA 2.1h
[  2.7%  28/1056] Direct S2-Illum MC 14/16 CV=0.2 | time=  9.75s | IPM=  360 | Solved | ETA 2.3h
[  2.7%  29/1056] CV-SDP S2-Illum MC 14/16 CV=0.3 | time=  1.03s | IPM=  108 | Solved | ETA 2.2h
[  2.8%  30/1056] Direct S2-Illum MC 14/16 CV=0.3 | time= 10.22s | IPM=  380 | Solved | ETA 2.3h
[  2.9%  31/1056] CV-SDP S2-Illum MC 14/16 CV=0.4 | time=  1.03s | IPM=  105 | Solved | ETA 2.3h
[  3.0%  32/1056] Direct S2-Illum MC 14/16 CV=0.4 | time=  6.16s | IPM=  220 | Solved | ETA 2.3h
[  3.1%  33/1056] CV-SDP S2-Illum MC 14/16 CV=0.5 | time=  1.05s | IPM=  110 | Solved | ETA 2.2h
[  3.2%  34/1056] Direct S2-Illum MC 14/16 CV=0.5 | time=  6.31s | IPM=  230 | Solved | ETA 2.3h
[  3.3%  35/1056] CV-SDP S2-Illum MC 14/16 CV=0.6 | time=  1.08s | IPM=  114 | Solved | ETA 2.2h
[  3.4%  36/1056] Direct S2-Illum MC 14/16 CV=0.6 | time=  6.34s | IPM=  230 | Solved | ETA 2.3h
[  3.5%  37/1056] CV-SDP S2-Illum MC 14/16 CV=0.7 | time=  1.07s | IPM=  113 | Solved | ETA 2.2h
[  3.6%  38/1056] Direct S2-Illum MC 14/16 CV=0.7 | time=  6.18s | IPM=  225 | Solved | ETA 2.2h
[  3.7%  39/1056] CV-SDP S2-Illum MC 14/16 CV=0.8 | time=  1.33s | IPM=  147 | Solved | ETA 2.2h
[  3.8%  40/1056] Direct S2-Illum MC 14/16 CV=0.8 | time=  6.15s | IPM=  217 | Solved | ETA 2.2h
[  3.9%  41/1056] CV-SDP S2-Illum MC 14/16 CV=0.9 | time=  1.30s | IPM=  142 | Solved | ETA 2.2h
