[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=100, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.0%   1/6600] CV-SDP S2-Illum MC 95/100 CV=0.0 | time=  3.70s | IPM=  184 | Solved | ETA 10.8h
[  0.6%  40/6600] Direct S2-Illum MC 96/100 CV=0.8 | time=  6.70s | IPM=  214 | Solved | ETA 17.1h
[  0.6%  41/6600] CV-SDP S2-Illum MC 96/100 CV=0.9 | time=  1.15s | IPM=  108 | Solved | ETA 16.7h
[  0.6%  42/6600] Direct S2-Illum MC 96/100 CV=0.9 | time=  6.42s | IPM=  201 | Solved | ETA 16.9h
[  0.7%  43/6600] CV-SDP S2-Illum MC 96/100 CV=1.0 | time=  1.23s | IPM=  118 | Solved | ETA 16.6h
[  0.7%  44/6600] Direct S2-Illum MC 96/100 CV=1.0 | time=  6.16s | IPM=  191 | Solved | ETA 16.7h
[  0.7%  45/6600] CV-SDP S2-Illum MC 97/100 CV=0.0 | time=  1.70s | IPM=  184 | Solved | ETA 16.5h
[  0.7%  46/6600] Direct S2-Illum MC 97/100 CV=0.0 | time=  2.64s | IPM=   72 | Infeasible | ETA 16.4h
[  0.7%  47/6600] CV-SDP S2-Illum MC 97/100 CV=0.1 | time=  1.33s | IPM=  128 | Solved | ETA 16.1h
[  0.7%  48/6600] Direct S2-Illum MC 97/100 CV=0.1 | time= 10.45s | IPM=  334 | Solved | ETA 16.6h
[  0.7%  49/6600] CV-SDP S2-Illum MC 97/100 CV=0.2 | time=  1.31s | IPM=  126 | Solved | ETA 16.3h
[  0.8%  50/6600] Direct S2-Illum MC 97/100 CV=0.2 | time= 10.99s | IPM=  358 | Solved | ETA 16.8h
[  0.8%  51/6600] CV-SDP S2-Illum MC 97/100 CV=0.3 | time=  1.34s | IPM=  128 | Solved | ETA 16.5h
[  0.8%  52/6600] Direct S2-Illum MC 97/100 CV=0.3 | time= 11.13s | IPM=  373 | Solved | ETA 17.0h
[  0.8%  53/6600] CV-SDP S2-Illum MC 97/100 CV=0.4 | time=  1.35s | IPM=  129 | Solved | ETA 16.8h
[  0.8%  54/6600] Direct S2-Illum MC 97/100 CV=0.4 | time= 11.00s | IPM=  360 | Solved | ETA 17.2h
[  0.8%  55/6600] CV-SDP S2-Illum MC 97/100 CV=0.5 | time=  1.34s | IPM=  129 | Solved | ETA 17.0h
[  0.8%  56/6600] Direct S2-Illum MC 97/100 CV=0.5 | time=  7.07s | IPM=  235 | Solved | ETA 17.1h
[  0.9%  57/6600] CV-SDP S2-Illum MC 97/100 CV=0.6 | time=  1.32s | IPM=  129 | Solved | ETA 16.9h
[  0.9%  58/6600] Direct S2-Illum MC 97/100 CV=0.6 | time=  6.84s | IPM=  230 | Solved | ETA 17.0h
[  0.9%  59/6600] CV-SDP S2-Illum MC 97/100 CV=0.7 | time=  1.56s | IPM=  150 | Solved | ETA 16.8h
[  0.9%  60/6600] Direct S2-Illum MC 97/100 CV=0.7 | time=  7.07s | IPM=  225 | Solved | ETA 17.0h
[  0.9%  61/6600] CV-SDP S2-Illum MC 97/100 CV=0.8 | time=  1.54s | IPM=  144 | Solved | ETA 16.8h
[  0.9%  62/6600] Direct S2-Illum MC 97/100 CV=0.8 | time=  6.90s | IPM=  215 | Solved | ETA 16.9h
[  1.0%  63/6600] CV-SDP S2-Illum MC 97/100 CV=0.9 | time=  1.46s | IPM=  139 | Solved | ETA 16.7h
[  1.0%  64/6600] Direct S2-Illum MC 97/100 CV=0.9 | time=  6.64s | IPM=  207 | Solved | ETA 16.9h
[  1.0%  65/6600] CV-SDP S2-Illum MC 97/100 CV=1.0 | time=  1.52s | IPM=  150 | Solved | ETA 16.7h
[  1.0%  66/6600] Direct S2-Illum MC 97/100 CV=1.0 | time=  6.31s | IPM=  193 | Solved | ETA 16.8h
[  1.0%  67/6600] CV-SDP S2-Illum MC 98/100 CV=0.0 | time=  3.46s | IPM=  367 | Solved | ETA 16.7h
[  1.0%  68/6600] Direct S2-Illum MC 98/100 CV=0.0 | time=  1.84s | IPM=   36 | Infeasible | ETA 16.6h
[  1.0%  69/6600] CV-SDP S2-Illum MC 98/100 CV=0.1 | time=  1.16s | IPM=  102 | Solved | ETA 16.4h
[  1.1%  70/6600] Direct S2-Illum MC 98/100 CV=0.1 | time= 10.92s | IPM=  361 | Solved | ETA 16.7h
[  1.1%  71/6600] CV-SDP S2-Illum MC 98/100 CV=0.2 | time=  1.10s | IPM=   96 | Solved | ETA 16.5h
[  1.1%  72/6600] Direct S2-Illum MC 98/100 CV=0.2 | time= 10.58s | IPM=  347 | Solved | ETA 16.8h
[  1.1%  73/6600] CV-SDP S2-Illum MC 98/100 CV=0.3 | time=  1.31s | IPM=  120 | Solved | ETA 16.7h
[  1.1%  74/6600] Direct S2-Illum MC 98/100 CV=0.3 | time= 11.18s | IPM=  382 | Solved | ETA 17.0h
[  1.1%  75/6600] CV-SDP S2-Illum MC 98/100 CV=0.4 | time=  1.31s | IPM=  124 | Solved | ETA 16.8h
[  1.2%  76/6600] Direct S2-Illum MC 98/100 CV=0.4 | time=  6.79s | IPM=  220 | Solved | ETA 16.9h
[  1.2%  77/6600] CV-SDP S2-Illum MC 98/100 CV=0.5 | time=  1.16s | IPM=  115 | Solved | ETA 16.7h
[  1.2%  78/6600] Direct S2-Illum MC 98/100 CV=0.5 | time=  6.60s | IPM=  229 | Solved | ETA 16.8h
[  1.2%  79/6600] CV-SDP S2-Illum MC 98/100 CV=0.6 | time=  1.17s | IPM=  115 | Solved | ETA 16.7h
[  1.2%  80/6600] Direct S2-Illum MC 98/100 CV=0.6 | time=  6.60s | IPM=  230 | Solved | ETA 16.8h
[  1.2%  81/6600] CV-SDP S2-Illum MC 98/100 CV=0.7 | time=  1.14s | IPM=  111 | Solved | ETA 16.6h
[  1.2%  82/6600] Direct S2-Illum MC 98/100 CV=0.7 | time=  6.40s | IPM=  222 | Solved | ETA 16.7h
[  1.3%  83/6600] CV-SDP S2-Illum MC 98/100 CV=0.8 | time=  1.19s | IPM=  119 | Solved | ETA 16.5h
[  1.3%  84/6600] Direct S2-Illum MC 98/100 CV=0.8 | time=  6.33s | IPM=  212 | Solved | ETA 16.6h
[  1.3%  85/6600] CV-SDP S2-Illum MC 98/100 CV=0.9 | time=  1.37s | IPM=  139 | Solved | ETA 16.5h
[  1.3%  86/6600] Direct S2-Illum MC 98/100 CV=0.9 | time=  6.12s | IPM=  202 | Solved | ETA 16.5h
[  1.3%  87/6600] CV-SDP S2-Illum MC 98/100 CV=1.0 | time=  1.36s | IPM=  133 | Solved | ETA 16.4h
[  1.3%  88/6600] Direct S2-Illum MC 98/100 CV=1.0 | time=  5.97s | IPM=  192 | Solved | ETA 16.4h
[  1.3%  89/6600] CV-SDP S2-Illum MC 99/100 CV=0.0 | time=  1.58s | IPM=  178 | Solved | ETA 16.3h
[  1.4%  90/6600] Direct S2-Illum MC 99/100 CV=0.0 | time=  1.84s | IPM=   37 | Infeasible | ETA 16.2h
[  1.4%  91/6600] CV-SDP S2-Illum MC 99/100 CV=0.1 | time=  1.23s | IPM=  117 | Solved | ETA 16.1h
[  1.4%  92/6600] Direct S2-Illum MC 99/100 CV=0.1 | time=  9.36s | IPM=  324 | Solved | ETA 16.3h
[  1.4%  93/6600] CV-SDP S2-Illum MC 99/100 CV=0.2 | time=  1.18s | IPM=  117 | Solved | ETA 16.1h
[  1.4%  94/6600] Direct S2-Illum MC 99/100 CV=0.2 | time=  9.58s | IPM=  330 | Solved | ETA 16.3h
[  1.4%  95/6600] CV-SDP S2-Illum MC 99/100 CV=0.3 | time=  1.20s | IPM=  122 | Solved | ETA 16.2h
[  1.5%  96/6600] Direct S2-Illum MC 99/100 CV=0.3 | time= 10.39s | IPM=  372 | Solved | ETA 16.4h
[  1.5%  97/6600] CV-SDP S2-Illum MC 99/100 CV=0.4 | time=  1.27s | IPM=  125 | Solved | ETA 16.3h
[  1.5%  98/6600] Direct S2-Illum MC 99/100 CV=0.4 | time=  6.48s | IPM=  231 | Solved | ETA 16.4h
[  1.5%  99/6600] CV-SDP S2-Illum MC 99/100 CV=0.5 | time=  1.22s | IPM=  118 | Solved | ETA 16.2h
[  1.5% 100/6600] Direct S2-Illum MC 99/100 CV=0.5 | time=  6.52s | IPM=  231 | Solved | ETA 16.3h
[  1.5% 101/6600] CV-SDP S2-Illum MC 99/100 CV=0.6 | time=  1.24s | IPM=  117 | Solved | ETA 16.2h
[  1.5% 102/6600] Direct S2-Illum MC 99/100 CV=0.6 | time=  6.61s | IPM=  232 | Solved | ETA 16.3h
[  1.6% 103/6600] CV-SDP S2-Illum MC 99/100 CV=0.7 | time=  1.24s | IPM=  126 | Solved | ETA 16.1h
[  1.6% 104/6600] Direct S2-Illum MC 99/100 CV=0.7 | time=  6.45s | IPM=  222 | Solved | ETA 16.2h
[  1.6% 105/6600] CV-SDP S2-Illum MC 99/100 CV=0.8 | time=  1.19s | IPM=  118 | Solved | ETA 16.1h
[  1.6% 106/6600] Direct S2-Illum MC 99/100 CV=0.8 | time=  6.34s | IPM=  220 | Solved | ETA 16.2h
[  1.6% 107/6600] CV-SDP S2-Illum MC 99/100 CV=0.9 | time=  1.10s | IPM=  109 | Solved | ETA 16.0h
[  1.6% 108/6600] Direct S2-Illum MC 99/100 CV=0.9 | time=  6.14s | IPM=  215 | Solved | ETA 16.1h
[  1.7% 109/6600] CV-SDP S2-Illum MC 99/100 CV=1.0 | time=  1.12s | IPM=  105 | Solved | ETA 16.0h
[  1.7% 110/6600] Direct S2-Illum MC 99/100 CV=1.0 | time=  6.07s | IPM=  196 | Solved | ETA 16.0h
[  1.7% 111/6600] CV-SDP S2-Illum MC 100/100 CV=0.0 | time=  1.67s | IPM=  185 | Solved | ETA 15.9h
[  1.7% 112/6600] Direct S2-Illum MC 100/100 CV=0.0 | time=  1.71s | IPM=   38 | Infeasible | ETA 15.9h
[  1.7% 113/6600] CV-SDP S2-Illum MC 100/100 CV=0.1 | time=  1.15s | IPM=  110 | Solved | ETA 15.7h
[  1.7% 114/6600] Direct S2-Illum MC 100/100 CV=0.1 | time=  9.60s | IPM=  329 | Solved | ETA 15.9h
[  1.7% 115/6600] CV-SDP S2-Illum MC 100/100 CV=0.2 | time=  1.15s | IPM=  110 | Solved | ETA 15.8h
[  1.8% 116/6600] Direct S2-Illum MC 100/100 CV=0.2 | time=  9.54s | IPM=  319 | Solved | ETA 16.0h
[  1.8% 117/6600] CV-SDP S2-Illum MC 100/100 CV=0.3 | time=  1.19s | IPM=  112 | Solved | ETA 15.9h
[  1.8% 118/6600] Direct S2-Illum MC 100/100 CV=0.3 | time= 10.25s | IPM=  365 | Solved | ETA 16.0h
[  1.8% 119/6600] CV-SDP S2-Illum MC 100/100 CV=0.4 | time=  1.16s | IPM=  117 | Solved | ETA 15.9h
[  1.8% 120/6600] Direct S2-Illum MC 100/100 CV=0.4 | time= 10.62s | IPM=  367 | Solved | ETA 16.1h
[  1.8% 121/6600] CV-SDP S2-Illum MC 100/100 CV=0.5 | time=  1.27s | IPM=  116 | Solved | ETA 16.0h
[  1.8% 122/6600] Direct S2-Illum MC 100/100 CV=0.5 | time=  7.29s | IPM=  240 | Solved | ETA 16.1h
[  1.9% 123/6600] CV-SDP S2-Illum MC 100/100 CV=0.6 | time=  1.17s | IPM=  114 | Solved | ETA 16.0h
[  1.9% 124/6600] Direct S2-Illum MC 100/100 CV=0.6 | time=  7.07s | IPM=  236 | Solved | ETA 16.1h
[  1.9% 125/6600] CV-SDP S2-Illum MC 100/100 CV=0.7 | time=  1.65s | IPM=  114 | Solved | ETA 16.0h
[  1.9% 126/6600] Direct S2-Illum MC 100/100 CV=0.7 | time=  7.08s | IPM=  225 | Solved | ETA 16.1h
[  1.9% 127/6600] CV-SDP S2-Illum MC 100/100 CV=0.8 | time=  1.29s | IPM=  123 | Solved | ETA 16.0h
[  1.9% 128/6600] Direct S2-Illum MC 100/100 CV=0.8 | time=  8.35s | IPM=  211 | Solved | ETA 16.1h
[  2.0% 129/6600] CV-SDP S2-Illum MC 100/100 CV=0.9 | time=  1.25s | IPM=  116 | Solved | ETA 16.0h
[  2.0% 130/6600] Direct S2-Illum MC 100/100 CV=0.9 | time=  6.67s | IPM=  215 | Solved | ETA 16.1h
[  2.0% 131/6600] CV-SDP S2-Illum MC 100/100 CV=1.0 | time=  1.22s | IPM=  110 | Solved | ETA 16.0h
[  2.0% 132/6600] Direct S2-Illum MC 100/100 CV=1.0 | time=  8.51s | IPM=  196 | Solved | ETA 16.1h
Scenario 2/3: S3 More Targets
  N_T=4, N=16, L=6, Q=1.25, P_des=0.90 Pmax/N
[  2.0% 133/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.0 | time=  3.04s | IPM=  171 | Solved | ETA 16.0h
[  2.0% 134/6600] Direct S3-Tgts  MC 95/100 CV=0.0 | time=  5.11s | IPM=  115 | Failed | ETA 16.0h
[  2.0% 135/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.1 | time=  1.67s | IPM=  101 | Solved | ETA 16.0h
[  2.1% 136/6600] Direct S3-Tgts  MC 95/100 CV=0.1 | time= 21.30s | IPM=  497 | Solved | ETA 16.4h
[  2.1% 137/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.2 | time=  1.50s | IPM=   90 | Solved | ETA 16.4h
[  2.1% 138/6600] Direct S3-Tgts  MC 95/100 CV=0.2 | time= 14.48s | IPM=  313 | Solved | ETA 16.6h
[  2.1% 139/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.3 | time=  1.55s | IPM=   94 | Solved | ETA 16.5h
[  2.1% 140/6600] Direct S3-Tgts  MC 95/100 CV=0.3 | time= 15.27s | IPM=  333 | Solved | ETA 16.8h
[  2.1% 141/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.4 | time=  1.53s | IPM=   91 | Solved | ETA 16.7h
[  2.2% 142/6600] Direct S3-Tgts  MC 95/100 CV=0.4 | time= 13.98s | IPM=  300 | Solved | ETA 17.0h
[  2.2% 143/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.5 | time=  1.91s | IPM=  114 | Solved | ETA 16.9h
[  2.2% 144/6600] Direct S3-Tgts  MC 95/100 CV=0.5 | time=  8.80s | IPM=  181 | Solved | ETA 17.0h
[  2.2% 145/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.6 | time=  1.92s | IPM=  115 | Solved | ETA 16.9h
[  2.2% 146/6600] Direct S3-Tgts  MC 95/100 CV=0.6 | time=  8.62s | IPM=  180 | Solved | ETA 17.1h
[  2.2% 147/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.7 | time=  1.84s | IPM=  110 | Solved | ETA 17.0h
[  2.2% 148/6600] Direct S3-Tgts  MC 95/100 CV=0.7 | time=  8.42s | IPM=  173 | Solved | ETA 17.1h
[  2.3% 149/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.8 | time=  2.65s | IPM=  135 | Solved | ETA 17.1h
[  2.3% 150/6600] Direct S3-Tgts  MC 95/100 CV=0.8 | time=  8.49s | IPM=  171 | Solved | ETA 17.1h
[  2.3% 151/6600] CV-SDP S3-Tgts  MC 95/100 CV=0.9 | time=  2.01s | IPM=  127 | Solved | ETA 17.1h
[  2.3% 152/6600] Direct S3-Tgts  MC 95/100 CV=0.9 | time=  8.34s | IPM=  171 | Solved | ETA 17.2h
[  2.3% 153/6600] CV-SDP S3-Tgts  MC 95/100 CV=1.0 | time=  2.05s | IPM=  129 | Solved | ETA 17.1h
[  2.3% 154/6600] Direct S3-Tgts  MC 95/100 CV=1.0 | time=  8.62s | IPM=  171 | Solved | ETA 17.2h
[  2.3% 155/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.0 | time=  2.72s | IPM=  179 | Solved | ETA 17.1h
[  2.4% 156/6600] Direct S3-Tgts  MC 96/100 CV=0.0 | time=  7.33s | IPM=  181 | Failed | ETA 17.2h
[  2.4% 157/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.1 | time=  1.53s | IPM=   94 | Solved | ETA 17.1h
[  2.4% 158/6600] Direct S3-Tgts  MC 96/100 CV=0.1 | time= 24.80s | IPM=  555 | Solved | ETA 17.6h
[  2.4% 159/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.2 | time=  1.68s | IPM=  102 | Solved | ETA 17.5h
[  2.4% 160/6600] Direct S3-Tgts  MC 96/100 CV=0.2 | time= 14.89s | IPM=  336 | Solved | ETA 17.7h
[  2.4% 161/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.3 | time=  1.59s | IPM=   97 | Solved | ETA 17.6h
[  2.5% 162/6600] Direct S3-Tgts  MC 96/100 CV=0.3 | time= 13.88s | IPM=  311 | Solved | ETA 17.8h
[  2.5% 163/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.4 | time=  1.45s | IPM=   91 | Solved | ETA 17.7h
[  2.5% 164/6600] Direct S3-Tgts  MC 96/100 CV=0.4 | time=  8.22s | IPM=  180 | Solved | ETA 17.8h
[  2.5% 165/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.5 | time=  1.63s | IPM=  103 | Solved | ETA 17.7h
[  2.5% 166/6600] Direct S3-Tgts  MC 96/100 CV=0.5 | time=  8.18s | IPM=  180 | Solved | ETA 17.8h
[  2.5% 167/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.6 | time=  1.68s | IPM=  108 | Solved | ETA 17.7h
[  2.5% 168/6600] Direct S3-Tgts  MC 96/100 CV=0.6 | time=  8.23s | IPM=  180 | Solved | ETA 17.8h
[  2.6% 169/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.7 | time=  1.76s | IPM=  114 | Solved | ETA 17.7h
[  2.6% 170/6600] Direct S3-Tgts  MC 96/100 CV=0.7 | time=  8.05s | IPM=  174 | Solved | ETA 17.8h
[  2.6% 171/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.8 | time=  1.74s | IPM=  112 | Solved | ETA 17.7h
[  2.6% 172/6600] Direct S3-Tgts  MC 96/100 CV=0.8 | time=  8.54s | IPM=  180 | Solved | ETA 17.8h
[  2.6% 173/6600] CV-SDP S3-Tgts  MC 96/100 CV=0.9 | time=  1.77s | IPM=  105 | Solved | ETA 17.7h
[  2.6% 174/6600] Direct S3-Tgts  MC 96/100 CV=0.9 | time=  8.64s | IPM=  180 | Solved | ETA 17.8h
[  2.7% 175/6600] CV-SDP S3-Tgts  MC 96/100 CV=1.0 | time=  1.62s | IPM=  103 | Solved | ETA 17.7h
[  2.7% 176/6600] Direct S3-Tgts  MC 96/100 CV=1.0 | time=  8.32s | IPM=  180 | Solved | ETA 17.8h
[  2.7% 177/6600] CV-SDP S3-Tgts  MC 97/100 CV=0.0 | time=  2.49s | IPM=  173 | Solved | ETA 17.7h
[  2.7% 178/6600] Direct S3-Tgts  MC 97/100 CV=0.0 | time= 10.80s | IPM=  272 | Solved | ETA 17.8h
[  2.7% 179/6600] CV-SDP S3-Tgts  MC 97/100 CV=0.1 | time=  1.45s | IPM=   91 | Solved | ETA 17.8h
[  2.7% 180/6600] Direct S3-Tgts  MC 97/100 CV=0.1 | time= 20.16s | IPM=  445 | Solved | ETA 18.1h
[  2.7% 181/6600] CV-SDP S3-Tgts  MC 97/100 CV=0.2 | time=  1.58s | IPM=   93 | Solved | ETA 18.0h
[  2.8% 182/6600] Direct S3-Tgts  MC 97/100 CV=0.2 | time= 15.29s | IPM=  344 | Solved | ETA 18.2h
[  2.8% 183/6600] CV-SDP S3-Tgts  MC 97/100 CV=0.3 | time=  1.66s | IPM=   99 | Solved | ETA 18.1h
[  2.8% 184/6600] Direct S3-Tgts  MC 97/100 CV=0.3 | time= 14.28s | IPM=  302 | Solved | ETA 18.3h
[  2.8% 185/6600] CV-SDP S3-Tgts  MC 97/100 CV=0.4 | time=  1.52s | IPM=   88 | Solved | ETA 18.2h
[  2.8% 186/6600] Direct S3-Tgts  MC 97/100 CV=0.4 | time= 14.34s | IPM=  302 | Solved | ETA 18.4h
[  2.8% 187/6600] CV-SDP S3-Tgts  MC 97/100 CV=0.5 | time=  1.79s | IPM=  108 | Solved | ETA 18.3h
[  2.8% 188/6600] Direct S3-Tgts  MC 97/100 CV=0.5 | time=  8.88s | IPM=  189 | Solved | ETA 18.4h
[  2.9% 189/6600] CV-SDP S3-Tgts  MC 97/100 CV=0.6 | time=  1.79s | IPM=  109 | Solved | ETA 18.3h
[  2.9% 190/6600] Direct S3-Tgts  MC 97/100 CV=0.6 | time=  8.70s | IPM=  180 | Solved | ETA 18.4h
