[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=100, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.0%   1/6600] CV-SDP S2-Illum MC 38/100 CV=0.0 | time=  3.89s | IPM=  170 | Solved | ETA 11.1h
[  0.4%  29/6600] CV-SDP S2-Illum MC 39/100 CV=0.3 | time=  1.39s | IPM=  121 | Solved | ETA 15.6h
[  0.5%  30/6600] Direct S2-Illum MC 39/100 CV=0.3 | time= 11.05s | IPM=  381 | Solved | ETA 16.4h
[  0.5%  31/6600] CV-SDP S2-Illum MC 39/100 CV=0.4 | time=  1.15s | IPM=  110 | Solved | ETA 16.0h
[  0.5%  32/6600] Direct S2-Illum MC 39/100 CV=0.4 | time=  9.95s | IPM=  347 | Solved | ETA 16.6h
[  0.5%  33/6600] CV-SDP S2-Illum MC 39/100 CV=0.5 | time=  1.14s | IPM=  110 | Solved | ETA 16.3h
[  0.5%  34/6600] Direct S2-Illum MC 39/100 CV=0.5 | time=  6.49s | IPM=  225 | Solved | ETA 16.5h
[  0.5%  35/6600] CV-SDP S2-Illum MC 39/100 CV=0.6 | time=  1.19s | IPM=  119 | Solved | ETA 16.1h
[  0.5%  36/6600] Direct S2-Illum MC 39/100 CV=0.6 | time=  6.62s | IPM=  231 | Solved | ETA 16.4h
[  0.6%  37/6600] CV-SDP S2-Illum MC 39/100 CV=0.7 | time=  1.12s | IPM=  107 | Solved | ETA 16.0h
[  0.6%  38/6600] Direct S2-Illum MC 39/100 CV=0.7 | time=  6.44s | IPM=  220 | Solved | ETA 16.2h
[  0.6%  39/6600] CV-SDP S2-Illum MC 39/100 CV=0.8 | time=  1.14s | IPM=  111 | Solved | ETA 15.9h
[  0.6%  40/6600] Direct S2-Illum MC 39/100 CV=0.8 | time=  6.27s | IPM=  215 | Solved | ETA 16.1h
[  0.6%  41/6600] CV-SDP S2-Illum MC 39/100 CV=0.9 | time=  1.19s | IPM=  114 | Solved | ETA 15.8h
[  0.6%  42/6600] Direct S2-Illum MC 39/100 CV=0.9 | time=  6.04s | IPM=  203 | Solved | ETA 15.9h
[  0.7%  43/6600] CV-SDP S2-Illum MC 39/100 CV=1.0 | time=  1.20s | IPM=  110 | Solved | ETA 15.7h
[  0.7%  44/6600] Direct S2-Illum MC 39/100 CV=1.0 | time=  5.95s | IPM=  191 | Solved | ETA 15.8h
[  0.7%  45/6600] CV-SDP S2-Illum MC 40/100 CV=0.0 | time=  1.69s | IPM=  187 | Solved | ETA 15.6h
[  0.7%  46/6600] Direct S2-Illum MC 40/100 CV=0.0 | time=  1.69s | IPM=   36 | Infeasible | ETA 15.4h
[  0.7%  47/6600] CV-SDP S2-Illum MC 40/100 CV=0.1 | time=  1.02s | IPM=   95 | Solved | ETA 15.1h
[  0.7%  48/6600] Direct S2-Illum MC 40/100 CV=0.1 | time= 10.05s | IPM=  350 | Solved | ETA 15.6h
[  0.7%  49/6600] CV-SDP S2-Illum MC 40/100 CV=0.2 | time=  1.13s | IPM=  100 | Solved | ETA 15.3h
[  0.8%  50/6600] Direct S2-Illum MC 40/100 CV=0.2 | time= 10.84s | IPM=  359 | Solved | ETA 15.8h
[  0.8%  51/6600] CV-SDP S2-Illum MC 40/100 CV=0.3 | time=  1.13s | IPM=  102 | Solved | ETA 15.6h
[  0.8%  52/6600] Direct S2-Illum MC 40/100 CV=0.3 | time= 11.35s | IPM=  391 | Solved | ETA 16.1h
[  0.8%  53/6600] CV-SDP S2-Illum MC 40/100 CV=0.4 | time=  1.38s | IPM=  129 | Solved | ETA 15.9h
[  0.8%  54/6600] Direct S2-Illum MC 40/100 CV=0.4 | time= 10.96s | IPM=  358 | Solved | ETA 16.3h
[  0.8%  55/6600] CV-SDP S2-Illum MC 40/100 CV=0.5 | time=  1.34s | IPM=  126 | Solved | ETA 16.1h
[  0.8%  56/6600] Direct S2-Illum MC 40/100 CV=0.5 | time=  7.13s | IPM=  235 | Solved | ETA 16.3h
[  0.9%  57/6600] CV-SDP S2-Illum MC 40/100 CV=0.6 | time=  1.31s | IPM=  124 | Solved | ETA 16.1h
[  0.9%  58/6600] Direct S2-Illum MC 40/100 CV=0.6 | time=  7.13s | IPM=  240 | Solved | ETA 16.3h
[  0.9%  59/6600] CV-SDP S2-Illum MC 40/100 CV=0.7 | time=  1.32s | IPM=  125 | Solved | ETA 16.1h
[  0.9%  60/6600] Direct S2-Illum MC 40/100 CV=0.7 | time=  6.83s | IPM=  221 | Solved | ETA 16.2h
[  0.9%  61/6600] CV-SDP S2-Illum MC 40/100 CV=0.8 | time=  1.27s | IPM=  120 | Solved | ETA 16.0h
[  0.9%  62/6600] Direct S2-Illum MC 40/100 CV=0.8 | time=  6.82s | IPM=  216 | Solved | ETA 16.1h
[  1.0%  63/6600] CV-SDP S2-Illum MC 40/100 CV=0.9 | time=  1.22s | IPM=  117 | Solved | ETA 16.0h
[  1.0%  64/6600] Direct S2-Illum MC 40/100 CV=0.9 | time=  6.41s | IPM=  207 | Solved | ETA 16.1h
[  1.0%  65/6600] CV-SDP S2-Illum MC 40/100 CV=1.0 | time=  1.26s | IPM=  124 | Solved | ETA 15.9h
[  1.0%  66/6600] Direct S2-Illum MC 40/100 CV=1.0 | time=  6.16s | IPM=  200 | Solved | ETA 16.0h
[  1.0%  67/6600] CV-SDP S2-Illum MC 41/100 CV=0.0 | time=  1.94s | IPM=  230 | Solved | ETA 15.8h
[  1.0%  68/6600] Direct S2-Illum MC 41/100 CV=0.0 | time=  1.88s | IPM=   36 | Infeasible | ETA 15.7h
[  1.0%  69/6600] CV-SDP S2-Illum MC 41/100 CV=0.1 | time=  1.05s | IPM=   93 | Solved | ETA 15.5h
[  1.1%  70/6600] Direct S2-Illum MC 41/100 CV=0.1 | time= 10.33s | IPM=  364 | Solved | ETA 15.9h
[  1.1%  71/6600] CV-SDP S2-Illum MC 41/100 CV=0.2 | time=  1.01s | IPM=   91 | Solved | ETA 15.7h
[  1.1%  72/6600] Direct S2-Illum MC 41/100 CV=0.2 | time=  9.92s | IPM=  336 | Solved | ETA 16.0h
[  1.1%  73/6600] CV-SDP S2-Illum MC 41/100 CV=0.3 | time=  1.05s | IPM=   90 | Solved | ETA 15.8h
[  1.1%  74/6600] Direct S2-Illum MC 41/100 CV=0.3 | time= 11.09s | IPM=  360 | Solved | ETA 16.1h
[  1.1%  75/6600] CV-SDP S2-Illum MC 41/100 CV=0.4 | time=  1.22s | IPM=  111 | Solved | ETA 16.0h
[  1.2%  76/6600] Direct S2-Illum MC 41/100 CV=0.4 | time= 10.58s | IPM=  348 | Solved | ETA 16.3h
[  1.2%  77/6600] CV-SDP S2-Illum MC 41/100 CV=0.5 | time=  1.21s | IPM=  109 | Solved | ETA 16.1h
[  1.2%  78/6600] Direct S2-Illum MC 41/100 CV=0.5 | time=  6.91s | IPM=  230 | Solved | ETA 16.2h
[  1.2%  79/6600] CV-SDP S2-Illum MC 41/100 CV=0.6 | time=  1.25s | IPM=  110 | Solved | ETA 16.1h
[  1.2%  80/6600] Direct S2-Illum MC 41/100 CV=0.6 | time=  6.98s | IPM=  230 | Solved | ETA 16.2h
[  1.2%  81/6600] CV-SDP S2-Illum MC 41/100 CV=0.7 | time=  1.26s | IPM=  117 | Solved | ETA 16.0h
[  1.2%  82/6600] Direct S2-Illum MC 41/100 CV=0.7 | time=  6.86s | IPM=  225 | Solved | ETA 16.1h
[  1.3%  83/6600] CV-SDP S2-Illum MC 41/100 CV=0.8 | time=  1.28s | IPM=  116 | Solved | ETA 16.0h
[  1.3%  84/6600] Direct S2-Illum MC 41/100 CV=0.8 | time=  6.63s | IPM=  215 | Solved | ETA 16.1h
[  1.3%  85/6600] CV-SDP S2-Illum MC 41/100 CV=0.9 | time=  1.22s | IPM=  112 | Solved | ETA 15.9h
[  1.3%  86/6600] Direct S2-Illum MC 41/100 CV=0.9 | time=  6.51s | IPM=  209 | Solved | ETA 16.0h
[  1.3%  87/6600] CV-SDP S2-Illum MC 41/100 CV=1.0 | time=  1.19s | IPM=  110 | Solved | ETA 15.9h
[  1.3%  88/6600] Direct S2-Illum MC 41/100 CV=1.0 | time=  6.19s | IPM=  194 | Solved | ETA 16.0h
[  1.3%  89/6600] CV-SDP S2-Illum MC 42/100 CV=0.0 | time=  1.68s | IPM=  177 | Solved | ETA 15.8h
[  1.4%  90/6600] Direct S2-Illum MC 42/100 CV=0.0 | time=  1.39s | IPM=   18 | Infeasible | ETA 15.7h
[  1.4%  91/6600] CV-SDP S2-Illum MC 42/100 CV=0.1 | time=  0.98s | IPM=   85 | Solved | ETA 15.6h
[  1.4%  92/6600] Direct S2-Illum MC 42/100 CV=0.1 | time=  9.98s | IPM=  323 | Solved | ETA 15.8h
[  1.4%  93/6600] CV-SDP S2-Illum MC 42/100 CV=0.2 | time=  0.96s | IPM=   81 | Solved | ETA 15.7h
[  1.4%  94/6600] Direct S2-Illum MC 42/100 CV=0.2 | time= 10.37s | IPM=  344 | Solved | ETA 15.9h
[  1.4%  95/6600] CV-SDP S2-Illum MC 42/100 CV=0.3 | time=  1.00s | IPM=   88 | Solved | ETA 15.8h
[  1.5%  96/6600] Direct S2-Illum MC 42/100 CV=0.3 | time= 10.74s | IPM=  364 | Solved | ETA 16.0h
[  1.5%  97/6600] CV-SDP S2-Illum MC 42/100 CV=0.4 | time=  1.29s | IPM=  113 | Solved | ETA 15.9h
[  1.5%  98/6600] Direct S2-Illum MC 42/100 CV=0.4 | time=  6.93s | IPM=  222 | Solved | ETA 16.0h
[  1.5%  99/6600] CV-SDP S2-Illum MC 42/100 CV=0.5 | time=  1.35s | IPM=  116 | Solved | ETA 15.9h
[  1.5% 100/6600] Direct S2-Illum MC 42/100 CV=0.5 | time=  7.06s | IPM=  230 | Solved | ETA 16.0h
[  1.5% 101/6600] CV-SDP S2-Illum MC 42/100 CV=0.6 | time=  1.19s | IPM=  108 | Solved | ETA 15.8h
[  1.5% 102/6600] Direct S2-Illum MC 42/100 CV=0.6 | time=  6.99s | IPM=  230 | Solved | ETA 15.9h
[  1.6% 103/6600] CV-SDP S2-Illum MC 42/100 CV=0.7 | time=  1.20s | IPM=  111 | Solved | ETA 15.8h
[  1.6% 104/6600] Direct S2-Illum MC 42/100 CV=0.7 | time=  6.70s | IPM=  225 | Solved | ETA 15.9h
[  1.6% 105/6600] CV-SDP S2-Illum MC 42/100 CV=0.8 | time=  1.26s | IPM=  116 | Solved | ETA 15.8h
[  1.6% 106/6600] Direct S2-Illum MC 42/100 CV=0.8 | time=  6.76s | IPM=  220 | Solved | ETA 15.9h
[  1.6% 107/6600] CV-SDP S2-Illum MC 42/100 CV=0.9 | time=  1.25s | IPM=  115 | Solved | ETA 15.8h
[  1.6% 108/6600] Direct S2-Illum MC 42/100 CV=0.9 | time=  6.56s | IPM=  202 | Solved | ETA 15.8h
[  1.7% 109/6600] CV-SDP S2-Illum MC 42/100 CV=1.0 | time=  1.23s | IPM=  108 | Solved | ETA 15.7h
[  1.7% 110/6600] Direct S2-Illum MC 42/100 CV=1.0 | time=  6.40s | IPM=  200 | Solved | ETA 15.8h
[  1.7% 111/6600] CV-SDP S2-Illum MC 43/100 CV=0.0 | time=  2.05s | IPM=  221 | Solved | ETA 15.7h
[  1.7% 112/6600] Direct S2-Illum MC 43/100 CV=0.0 | time=  1.84s | IPM=   38 | Infeasible | ETA 15.6h
[  1.7% 113/6600] CV-SDP S2-Illum MC 43/100 CV=0.1 | time=  1.25s | IPM=  118 | Solved | ETA 15.5h
[  1.7% 114/6600] Direct S2-Illum MC 43/100 CV=0.1 | time= 10.06s | IPM=  320 | Solved | ETA 15.7h
[  1.7% 115/6600] CV-SDP S2-Illum MC 43/100 CV=0.2 | time=  1.25s | IPM=  111 | Solved | ETA 15.6h
[  1.8% 116/6600] Direct S2-Illum MC 43/100 CV=0.2 | time= 10.64s | IPM=  355 | Solved | ETA 15.8h
[  1.8% 117/6600] CV-SDP S2-Illum MC 43/100 CV=0.3 | time=  1.20s | IPM=  112 | Solved | ETA 15.7h
[  1.8% 118/6600] Direct S2-Illum MC 43/100 CV=0.3 | time= 10.95s | IPM=  374 | Solved | ETA 15.9h
[  1.8% 119/6600] CV-SDP S2-Illum MC 43/100 CV=0.4 | time=  1.20s | IPM=  117 | Solved | ETA 15.8h
[  1.8% 120/6600] Direct S2-Illum MC 43/100 CV=0.4 | time= 10.90s | IPM=  368 | Solved | ETA 16.0h
[  1.8% 121/6600] CV-SDP S2-Illum MC 43/100 CV=0.5 | time=  1.24s | IPM=  113 | Solved | ETA 15.9h
[  1.8% 122/6600] Direct S2-Illum MC 43/100 CV=0.5 | time=  6.92s | IPM=  225 | Solved | ETA 16.0h
[  1.9% 123/6600] CV-SDP S2-Illum MC 43/100 CV=0.6 | time=  1.26s | IPM=  111 | Solved | ETA 15.9h
[  1.9% 124/6600] Direct S2-Illum MC 43/100 CV=0.6 | time=  7.15s | IPM=  231 | Solved | ETA 15.9h
[  1.9% 125/6600] CV-SDP S2-Illum MC 43/100 CV=0.7 | time=  1.28s | IPM=  121 | Solved | ETA 15.9h
[  1.9% 126/6600] Direct S2-Illum MC 43/100 CV=0.7 | time=  6.49s | IPM=  225 | Solved | ETA 15.9h
[  1.9% 127/6600] CV-SDP S2-Illum MC 43/100 CV=0.8 | time=  1.15s | IPM=  111 | Solved | ETA 15.8h
[  1.9% 128/6600] Direct S2-Illum MC 43/100 CV=0.8 | time=  6.33s | IPM=  215 | Solved | ETA 15.9h
[  2.0% 129/6600] CV-SDP S2-Illum MC 43/100 CV=0.9 | time=  1.13s | IPM=  110 | Solved | ETA 15.8h
[  2.0% 130/6600] Direct S2-Illum MC 43/100 CV=0.9 | time=  6.74s | IPM=  210 | Solved | ETA 15.9h
[  2.0% 131/6600] CV-SDP S2-Illum MC 43/100 CV=1.0 | time=  1.12s | IPM=  105 | Solved | ETA 15.8h
[  2.0% 132/6600] Direct S2-Illum MC 43/100 CV=1.0 | time=  6.02s | IPM=  191 | Solved | ETA 15.8h
[  2.0% 133/6600] CV-SDP S2-Illum MC 44/100 CV=0.0 | time=  1.69s | IPM=  184 | Solved | ETA 15.8h
[  2.0% 134/6600] Direct S2-Illum MC 44/100 CV=0.0 | time=  4.86s | IPM=   59 | Infeasible | ETA 15.8h
[  2.0% 135/6600] CV-SDP S2-Illum MC 44/100 CV=0.1 | time=  1.21s | IPM=  111 | Solved | ETA 15.7h
[  2.1% 136/6600] Direct S2-Illum MC 44/100 CV=0.1 | time= 12.39s | IPM=  348 | Solved | ETA 15.9h
[  2.1% 137/6600] CV-SDP S2-Illum MC 44/100 CV=0.2 | time=  1.20s | IPM=  110 | Solved | ETA 15.8h
[  2.1% 138/6600] Direct S2-Illum MC 44/100 CV=0.2 | time= 10.49s | IPM=  342 | Solved | ETA 16.0h
[  2.1% 139/6600] CV-SDP S2-Illum MC 44/100 CV=0.3 | time=  1.25s | IPM=  114 | Solved | ETA 15.9h
[  2.1% 140/6600] Direct S2-Illum MC 44/100 CV=0.3 | time= 15.35s | IPM=  468 | Solved | ETA 16.1h
[  2.1% 141/6600] CV-SDP S2-Illum MC 44/100 CV=0.4 | time=  1.25s | IPM=  114 | Solved | ETA 16.0h
[  2.2% 142/6600] Direct S2-Illum MC 44/100 CV=0.4 | time=  8.12s | IPM=  286 | Solved | ETA 16.1h
[  2.2% 143/6600] CV-SDP S2-Illum MC 44/100 CV=0.5 | time=  1.19s | IPM=  109 | Solved | ETA 16.0h
[  2.2% 144/6600] Direct S2-Illum MC 44/100 CV=0.5 | time=  7.87s | IPM=  277 | Solved | ETA 16.1h
[  2.2% 145/6600] CV-SDP S2-Illum MC 44/100 CV=0.6 | time=  1.21s | IPM=  111 | Solved | ETA 16.0h
[  2.2% 146/6600] Direct S2-Illum MC 44/100 CV=0.6 | time=  7.93s | IPM=  278 | Solved | ETA 16.1h
[  2.2% 147/6600] CV-SDP S2-Illum MC 44/100 CV=0.7 | time=  1.46s | IPM=  144 | Solved | ETA 16.0h
[  2.2% 148/6600] Direct S2-Illum MC 44/100 CV=0.7 | time=  7.69s | IPM=  270 | Solved | ETA 16.1h
[  2.3% 149/6600] CV-SDP S2-Illum MC 44/100 CV=0.8 | time=  1.70s | IPM=  157 | Solved | ETA 16.0h
[  2.3% 150/6600] Direct S2-Illum MC 44/100 CV=0.8 | time=  7.67s | IPM=  258 | Solved | ETA 16.1h
[  2.3% 151/6600] CV-SDP S2-Illum MC 44/100 CV=0.9 | time=  1.43s | IPM=  146 | Solved | ETA 16.0h
[  2.3% 152/6600] Direct S2-Illum MC 44/100 CV=0.9 | time=  7.12s | IPM=  258 | Solved | ETA 16.1h
[  2.3% 153/6600] CV-SDP S2-Illum MC 44/100 CV=1.0 | time=  1.38s | IPM=  144 | Solved | ETA 16.0h
[  2.3% 154/6600] Direct S2-Illum MC 44/100 CV=1.0 | time=  7.81s | IPM=  240 | Solved | ETA 16.1h
Scenario 2/3: S3 More Targets
  N_T=4, N=16, L=6, Q=1.25, P_des=0.90 Pmax/N
[  2.3% 155/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.0 | time=  2.96s | IPM=  162 | Solved | ETA 16.1h
[  2.4% 156/6600] Direct S3-Tgts  MC 38/100 CV=0.0 | time=  5.62s | IPM=  128 | Failed | ETA 16.1h
[  2.4% 157/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.1 | time=  1.67s | IPM=  104 | Solved | ETA 16.0h
[  2.4% 158/6600] Direct S3-Tgts  MC 38/100 CV=0.1 | time= 20.37s | IPM=  412 | Solved | ETA 16.4h
[  2.4% 159/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.2 | time=  1.66s | IPM=   99 | Solved | ETA 16.3h
[  2.4% 160/6600] Direct S3-Tgts  MC 38/100 CV=0.2 | time= 15.05s | IPM=  332 | Solved | ETA 16.5h
[  2.4% 161/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.3 | time=  1.55s | IPM=   92 | Solved | ETA 16.4h
[  2.5% 162/6600] Direct S3-Tgts  MC 38/100 CV=0.3 | time= 14.09s | IPM=  300 | Solved | ETA 16.7h
[  2.5% 163/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.4 | time=  1.56s | IPM=   92 | Solved | ETA 16.6h
[  2.5% 164/6600] Direct S3-Tgts  MC 38/100 CV=0.4 | time= 13.95s | IPM=  298 | Solved | ETA 16.8h
[  2.5% 165/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.5 | time=  1.87s | IPM=  115 | Solved | ETA 16.7h
[  2.5% 166/6600] Direct S3-Tgts  MC 38/100 CV=0.5 | time=  9.30s | IPM=  198 | Solved | ETA 16.8h
[  2.5% 167/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.6 | time=  1.83s | IPM=  115 | Solved | ETA 16.8h
[  2.5% 168/6600] Direct S3-Tgts  MC 38/100 CV=0.6 | time=  9.14s | IPM=  193 | Solved | ETA 16.8h
[  2.6% 169/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.7 | time=  1.85s | IPM=  115 | Solved | ETA 16.8h
[  2.6% 170/6600] Direct S3-Tgts  MC 38/100 CV=0.7 | time=  8.99s | IPM=  190 | Solved | ETA 16.9h
[  2.6% 171/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.8 | time=  1.84s | IPM=  114 | Solved | ETA 16.8h
[  2.6% 172/6600] Direct S3-Tgts  MC 38/100 CV=0.8 | time=  9.01s | IPM=  189 | Solved | ETA 16.9h
[  2.6% 173/6600] CV-SDP S3-Tgts  MC 38/100 CV=0.9 | time=  1.86s | IPM=  115 | Solved | ETA 16.8h
[  2.6% 174/6600] Direct S3-Tgts  MC 38/100 CV=0.9 | time=  8.81s | IPM=  182 | Solved | ETA 16.9h
[  2.7% 175/6600] CV-SDP S3-Tgts  MC 38/100 CV=1.0 | time=  1.86s | IPM=  114 | Solved | ETA 16.8h
[  2.7% 176/6600] Direct S3-Tgts  MC 38/100 CV=1.0 | time=  8.86s | IPM=  182 | Solved | ETA 16.9h
[  2.7% 177/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.0 | time=  2.49s | IPM=  162 | Solved | ETA 16.9h
[  2.7% 178/6600] Direct S3-Tgts  MC 39/100 CV=0.0 | time=  5.59s | IPM=  129 | Failed | ETA 16.9h
[  2.7% 179/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.1 | time=  1.59s | IPM=   98 | Solved | ETA 16.8h
[  2.7% 180/6600] Direct S3-Tgts  MC 39/100 CV=0.1 | time= 17.26s | IPM=  362 | Solved | ETA 17.1h
[  2.7% 181/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.2 | time=  1.51s | IPM=   88 | Solved | ETA 17.0h
[  2.8% 182/6600] Direct S3-Tgts  MC 39/100 CV=0.2 | time= 15.18s | IPM=  343 | Solved | ETA 17.2h
[  2.8% 183/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.3 | time=  1.66s | IPM=  101 | Solved | ETA 17.1h
[  2.8% 184/6600] Direct S3-Tgts  MC 39/100 CV=0.3 | time= 13.70s | IPM=  295 | Solved | ETA 17.3h
[  2.8% 185/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.4 | time=  1.63s | IPM=   96 | Solved | ETA 17.2h
[  2.8% 186/6600] Direct S3-Tgts  MC 39/100 CV=0.4 | time=  9.47s | IPM=  209 | Solved | ETA 17.3h
[  2.8% 187/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.5 | time=  1.86s | IPM=  113 | Solved | ETA 17.3h
[  2.8% 188/6600] Direct S3-Tgts  MC 39/100 CV=0.5 | time=  8.63s | IPM=  180 | Solved | ETA 17.3h
[  2.9% 189/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.6 | time=  1.81s | IPM=  113 | Solved | ETA 17.3h
[  2.9% 190/6600] Direct S3-Tgts  MC 39/100 CV=0.6 | time=  8.65s | IPM=  180 | Solved | ETA 17.4h
[  2.9% 191/6600] CV-SDP S3-Tgts  MC 39/100 CV=0.7 | time=  1.84s | IPM=  115 | Solved | ETA 17.3h
