[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=100, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.0%   1/6600] CV-SDP S2-Illum MC 32/100 CV=0.0 | time=  3.73s | IPM=  184 | Solved | ETA 10.9h
[  0.5%  33/6600] CV-SDP S2-Illum MC 33/100 CV=0.5 | time=  1.24s | IPM=  119 | Solved | ETA 16.4h
[  0.5%  34/6600] Direct S2-Illum MC 33/100 CV=0.5 | time=  6.94s | IPM=  230 | Solved | ETA 16.6h
[  0.5%  35/6600] CV-SDP S2-Illum MC 33/100 CV=0.6 | time=  1.28s | IPM=  121 | Solved | ETA 16.3h
[  0.5%  36/6600] Direct S2-Illum MC 33/100 CV=0.6 | time=  6.98s | IPM=  231 | Solved | ETA 16.5h
[  0.6%  37/6600] CV-SDP S2-Illum MC 33/100 CV=0.7 | time=  1.29s | IPM=  121 | Solved | ETA 16.2h
[  0.6%  38/6600] Direct S2-Illum MC 33/100 CV=0.7 | time=  6.81s | IPM=  217 | Solved | ETA 16.4h
[  0.6%  39/6600] CV-SDP S2-Illum MC 33/100 CV=0.8 | time=  1.17s | IPM=  113 | Solved | ETA 16.1h
[  0.6%  40/6600] Direct S2-Illum MC 33/100 CV=0.8 | time=  6.70s | IPM=  216 | Solved | ETA 16.3h
[  0.6%  41/6600] CV-SDP S2-Illum MC 33/100 CV=0.9 | time=  1.18s | IPM=  113 | Solved | ETA 16.0h
[  0.6%  42/6600] Direct S2-Illum MC 33/100 CV=0.9 | time=  6.57s | IPM=  205 | Solved | ETA 16.2h
[  0.7%  43/6600] CV-SDP S2-Illum MC 33/100 CV=1.0 | time=  1.23s | IPM=  107 | Solved | ETA 15.9h
[  0.7%  44/6600] Direct S2-Illum MC 33/100 CV=1.0 | time=  6.19s | IPM=  192 | Solved | ETA 16.1h
[  0.7%  45/6600] CV-SDP S2-Illum MC 34/100 CV=0.0 | time=  3.28s | IPM=  365 | Solved | ETA 16.0h
[  0.7%  46/6600] Direct S2-Illum MC 34/100 CV=0.0 | time=  2.63s | IPM=   72 | Failed | ETA 15.9h
[  0.7%  47/6600] CV-SDP S2-Illum MC 34/100 CV=0.1 | time=  1.25s | IPM=  116 | Solved | ETA 15.6h
[  0.7%  48/6600] Direct S2-Illum MC 34/100 CV=0.1 | time= 10.59s | IPM=  343 | Solved | ETA 16.1h
[  0.7%  49/6600] CV-SDP S2-Illum MC 34/100 CV=0.2 | time=  1.17s | IPM=  107 | Solved | ETA 15.8h
[  0.8%  50/6600] Direct S2-Illum MC 34/100 CV=0.2 | time= 10.31s | IPM=  341 | Solved | ETA 16.3h
[  0.8%  51/6600] CV-SDP S2-Illum MC 34/100 CV=0.3 | time=  1.19s | IPM=  111 | Solved | ETA 16.0h
[  0.8%  52/6600] Direct S2-Illum MC 34/100 CV=0.3 | time= 10.80s | IPM=  361 | Solved | ETA 16.5h
[  0.8%  53/6600] CV-SDP S2-Illum MC 34/100 CV=0.4 | time=  1.18s | IPM=  106 | Solved | ETA 16.3h
[  0.8%  54/6600] Direct S2-Illum MC 34/100 CV=0.4 | time= 10.73s | IPM=  354 | Solved | ETA 16.7h
[  0.8%  55/6600] CV-SDP S2-Illum MC 34/100 CV=0.5 | time=  1.18s | IPM=  107 | Solved | ETA 16.5h
[  0.8%  56/6600] Direct S2-Illum MC 34/100 CV=0.5 | time=  6.93s | IPM=  225 | Solved | ETA 16.6h
[  0.9%  57/6600] CV-SDP S2-Illum MC 34/100 CV=0.6 | time=  1.16s | IPM=  106 | Solved | ETA 16.4h
[  0.9%  58/6600] Direct S2-Illum MC 34/100 CV=0.6 | time=  6.58s | IPM=  229 | Solved | ETA 16.5h
[  0.9%  59/6600] CV-SDP S2-Illum MC 34/100 CV=0.7 | time=  1.09s | IPM=  101 | Solved | ETA 16.3h
[  0.9%  60/6600] Direct S2-Illum MC 34/100 CV=0.7 | time=  6.38s | IPM=  220 | Solved | ETA 16.4h
[  0.9%  61/6600] CV-SDP S2-Illum MC 34/100 CV=0.8 | time=  1.21s | IPM=  111 | Solved | ETA 16.2h
[  0.9%  62/6600] Direct S2-Illum MC 34/100 CV=0.8 | time=  6.62s | IPM=  212 | Solved | ETA 16.3h
[  1.0%  63/6600] CV-SDP S2-Illum MC 34/100 CV=0.9 | time=  1.16s | IPM=  102 | Solved | ETA 16.1h
[  1.0%  64/6600] Direct S2-Illum MC 34/100 CV=0.9 | time=  6.57s | IPM=  205 | Solved | ETA 16.3h
[  1.0%  65/6600] CV-SDP S2-Illum MC 34/100 CV=1.0 | time=  1.16s | IPM=   97 | Solved | ETA 16.1h
[  1.0%  66/6600] Direct S2-Illum MC 34/100 CV=1.0 | time=  6.35s | IPM=  195 | Solved | ETA 16.2h
[  1.0%  67/6600] CV-SDP S2-Illum MC 35/100 CV=0.0 | time=  2.10s | IPM=  230 | Solved | ETA 16.0h
[  1.0%  68/6600] Direct S2-Illum MC 35/100 CV=0.0 | time=  1.54s | IPM=   23 | Infeasible | ETA 15.9h
[  1.0%  69/6600] CV-SDP S2-Illum MC 35/100 CV=0.1 | time=  1.41s | IPM=  135 | Solved | ETA 15.7h
[  1.1%  70/6600] Direct S2-Illum MC 35/100 CV=0.1 | time= 10.36s | IPM=  355 | Solved | ETA 16.0h
[  1.1%  71/6600] CV-SDP S2-Illum MC 35/100 CV=0.2 | time=  1.26s | IPM=  130 | Solved | ETA 15.9h
[  1.1%  72/6600] Direct S2-Illum MC 35/100 CV=0.2 | time= 10.01s | IPM=  351 | Solved | ETA 16.1h
[  1.1%  73/6600] CV-SDP S2-Illum MC 35/100 CV=0.3 | time=  1.33s | IPM=  131 | Solved | ETA 16.0h
[  1.1%  74/6600] Direct S2-Illum MC 35/100 CV=0.3 | time= 10.40s | IPM=  380 | Solved | ETA 16.3h
[  1.1%  75/6600] CV-SDP S2-Illum MC 35/100 CV=0.4 | time=  1.23s | IPM=  125 | Solved | ETA 16.1h
[  1.2%  76/6600] Direct S2-Illum MC 35/100 CV=0.4 | time= 10.14s | IPM=  361 | Solved | ETA 16.4h
[  1.2%  77/6600] CV-SDP S2-Illum MC 35/100 CV=0.5 | time=  1.20s | IPM=  121 | Solved | ETA 16.2h
[  1.2%  78/6600] Direct S2-Illum MC 35/100 CV=0.5 | time=  6.46s | IPM=  230 | Solved | ETA 16.3h
[  1.2%  79/6600] CV-SDP S2-Illum MC 35/100 CV=0.6 | time=  1.24s | IPM=  121 | Solved | ETA 16.2h
[  1.2%  80/6600] Direct S2-Illum MC 35/100 CV=0.6 | time=  6.61s | IPM=  231 | Solved | ETA 16.3h
[  1.2%  81/6600] CV-SDP S2-Illum MC 35/100 CV=0.7 | time=  1.26s | IPM=  121 | Solved | ETA 16.1h
[  1.2%  82/6600] Direct S2-Illum MC 35/100 CV=0.7 | time=  6.54s | IPM=  224 | Solved | ETA 16.2h
[  1.3%  83/6600] CV-SDP S2-Illum MC 35/100 CV=0.8 | time=  1.19s | IPM=  113 | Solved | ETA 16.1h
[  1.3%  84/6600] Direct S2-Illum MC 35/100 CV=0.8 | time=  6.27s | IPM=  214 | Solved | ETA 16.1h
[  1.3%  85/6600] CV-SDP S2-Illum MC 35/100 CV=0.9 | time=  1.13s | IPM=  111 | Solved | ETA 16.0h
[  1.3%  86/6600] Direct S2-Illum MC 35/100 CV=0.9 | time=  6.16s | IPM=  205 | Solved | ETA 16.1h
[  1.3%  87/6600] CV-SDP S2-Illum MC 35/100 CV=1.0 | time=  1.21s | IPM=  117 | Solved | ETA 15.9h
[  1.3%  88/6600] Direct S2-Illum MC 35/100 CV=1.0 | time=  5.93s | IPM=  194 | Solved | ETA 16.0h
[  1.3%  89/6600] CV-SDP S2-Illum MC 36/100 CV=0.0 | time=  1.64s | IPM=  188 | Solved | ETA 15.9h
[  1.4%  90/6600] Direct S2-Illum MC 36/100 CV=0.0 | time=  1.62s | IPM=   34 | Infeasible | ETA 15.8h
[  1.4%  91/6600] CV-SDP S2-Illum MC 36/100 CV=0.1 | time=  0.99s | IPM=   98 | Solved | ETA 15.6h
[  1.4%  92/6600] Direct S2-Illum MC 36/100 CV=0.1 | time=  9.80s | IPM=  319 | Solved | ETA 15.8h
[  1.4%  93/6600] CV-SDP S2-Illum MC 36/100 CV=0.2 | time=  1.09s | IPM=   98 | Solved | ETA 15.7h
[  1.4%  94/6600] Direct S2-Illum MC 36/100 CV=0.2 | time= 10.55s | IPM=  342 | Solved | ETA 16.0h
[  1.4%  95/6600] CV-SDP S2-Illum MC 36/100 CV=0.3 | time=  1.29s | IPM=  125 | Solved | ETA 15.8h
[  1.5%  96/6600] Direct S2-Illum MC 36/100 CV=0.3 | time= 11.04s | IPM=  372 | Solved | ETA 16.1h
[  1.5%  97/6600] CV-SDP S2-Illum MC 36/100 CV=0.4 | time=  1.28s | IPM=  121 | Solved | ETA 16.0h
[  1.5%  98/6600] Direct S2-Illum MC 36/100 CV=0.4 | time= 11.62s | IPM=  397 | Solved | ETA 16.2h
[  1.5%  99/6600] CV-SDP S2-Illum MC 36/100 CV=0.5 | time=  1.43s | IPM=  124 | Solved | ETA 16.1h
[  1.5% 100/6600] Direct S2-Illum MC 36/100 CV=0.5 | time=  8.07s | IPM=  287 | Solved | ETA 16.2h
[  1.5% 101/6600] CV-SDP S2-Illum MC 36/100 CV=0.6 | time=  1.25s | IPM=  120 | Solved | ETA 16.1h
[  1.5% 102/6600] Direct S2-Illum MC 36/100 CV=0.6 | time=  8.04s | IPM=  276 | Solved | ETA 16.2h
[  1.6% 103/6600] CV-SDP S2-Illum MC 36/100 CV=0.7 | time=  1.30s | IPM=  125 | Solved | ETA 16.1h
[  1.6% 104/6600] Direct S2-Illum MC 36/100 CV=0.7 | time=  7.72s | IPM=  270 | Solved | ETA 16.2h
[  1.6% 105/6600] CV-SDP S2-Illum MC 36/100 CV=0.8 | time=  1.51s | IPM=  151 | Solved | ETA 16.1h
[  1.6% 106/6600] Direct S2-Illum MC 36/100 CV=0.8 | time=  7.37s | IPM=  253 | Solved | ETA 16.2h
[  1.6% 107/6600] CV-SDP S2-Illum MC 36/100 CV=0.9 | time=  1.44s | IPM=  145 | Solved | ETA 16.1h
[  1.6% 108/6600] Direct S2-Illum MC 36/100 CV=0.9 | time=  7.31s | IPM=  246 | Solved | ETA 16.2h
[  1.7% 109/6600] CV-SDP S2-Illum MC 36/100 CV=1.0 | time=  1.42s | IPM=  140 | Solved | ETA 16.1h
[  1.7% 110/6600] Direct S2-Illum MC 36/100 CV=1.0 | time=  7.06s | IPM=  240 | Solved | ETA 16.2h
[  1.7% 111/6600] CV-SDP S2-Illum MC 37/100 CV=0.0 | time=  1.73s | IPM=  185 | Solved | ETA 16.1h
[  1.7% 112/6600] Direct S2-Illum MC 37/100 CV=0.0 | time=  3.03s | IPM=   89 | Failed | ETA 16.1h
[  1.7% 113/6600] CV-SDP S2-Illum MC 37/100 CV=0.1 | time=  0.97s | IPM=   83 | Solved | ETA 15.9h
[  1.7% 114/6600] Direct S2-Illum MC 37/100 CV=0.1 | time= 10.31s | IPM=  346 | Solved | ETA 16.1h
[  1.7% 115/6600] CV-SDP S2-Illum MC 37/100 CV=0.2 | time=  1.17s | IPM=  105 | Solved | ETA 16.0h
[  1.8% 116/6600] Direct S2-Illum MC 37/100 CV=0.2 | time= 10.15s | IPM=  338 | Solved | ETA 16.2h
[  1.8% 117/6600] CV-SDP S2-Illum MC 37/100 CV=0.3 | time=  1.17s | IPM=  108 | Solved | ETA 16.1h
[  1.8% 118/6600] Direct S2-Illum MC 37/100 CV=0.3 | time= 11.33s | IPM=  396 | Solved | ETA 16.3h
[  1.8% 119/6600] CV-SDP S2-Illum MC 37/100 CV=0.4 | time=  1.22s | IPM=  114 | Solved | ETA 16.2h
[  1.8% 120/6600] Direct S2-Illum MC 37/100 CV=0.4 | time=  6.75s | IPM=  222 | Solved | ETA 16.3h
[  1.8% 121/6600] CV-SDP S2-Illum MC 37/100 CV=0.5 | time=  1.27s | IPM=  117 | Solved | ETA 16.2h
[  1.8% 122/6600] Direct S2-Illum MC 37/100 CV=0.5 | time=  6.76s | IPM=  224 | Solved | ETA 16.2h
[  1.9% 123/6600] CV-SDP S2-Illum MC 37/100 CV=0.6 | time=  1.26s | IPM=  122 | Solved | ETA 16.1h
[  1.9% 124/6600] Direct S2-Illum MC 37/100 CV=0.6 | time=  9.34s | IPM=  230 | Solved | ETA 16.2h
[  1.9% 125/6600] CV-SDP S2-Illum MC 37/100 CV=0.7 | time=  1.24s | IPM=  117 | Solved | ETA 16.1h
[  1.9% 126/6600] Direct S2-Illum MC 37/100 CV=0.7 | time=  6.48s | IPM=  219 | Solved | ETA 16.2h
[  1.9% 127/6600] CV-SDP S2-Illum MC 37/100 CV=0.8 | time=  1.30s | IPM=  120 | Solved | ETA 16.1h
[  1.9% 128/6600] Direct S2-Illum MC 37/100 CV=0.8 | time=  8.89s | IPM=  210 | Solved | ETA 16.2h
[  2.0% 129/6600] CV-SDP S2-Illum MC 37/100 CV=0.9 | time=  1.33s | IPM=  142 | Solved | ETA 16.1h
[  2.0% 130/6600] Direct S2-Illum MC 37/100 CV=0.9 | time=  6.01s | IPM=  204 | Solved | ETA 16.2h
[  2.0% 131/6600] CV-SDP S2-Illum MC 37/100 CV=1.0 | time=  1.36s | IPM=  135 | Solved | ETA 16.1h
[  2.0% 132/6600] Direct S2-Illum MC 37/100 CV=1.0 | time=  6.92s | IPM=  190 | Solved | ETA 16.2h
Scenario 2/3: S3 More Targets
  N_T=4, N=16, L=6, Q=1.25, P_des=0.90 Pmax/N
[  2.0% 133/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.0 | time=  2.91s | IPM=  175 | Solved | ETA 16.1h
[  2.0% 134/6600] Direct S3-Tgts  MC 32/100 CV=0.0 | time= 16.57s | IPM=  463 | Solved | ETA 16.4h
[  2.0% 135/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.1 | time=  1.52s | IPM=   99 | Solved | ETA 16.4h
[  2.1% 136/6600] Direct S3-Tgts  MC 32/100 CV=0.1 | time= 25.28s | IPM=  623 | Solved | ETA 16.9h
[  2.1% 137/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.2 | time=  1.54s | IPM=  100 | Solved | ETA 16.8h
[  2.1% 138/6600] Direct S3-Tgts  MC 32/100 CV=0.2 | time= 17.89s | IPM=  417 | Solved | ETA 17.2h
[  2.1% 139/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.3 | time=  1.63s | IPM=  108 | Solved | ETA 17.1h
[  2.1% 140/6600] Direct S3-Tgts  MC 32/100 CV=0.3 | time= 13.41s | IPM=  311 | Solved | ETA 17.3h
[  2.1% 141/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.4 | time=  1.87s | IPM=  129 | Solved | ETA 17.2h
[  2.2% 142/6600] Direct S3-Tgts  MC 32/100 CV=0.4 | time= 13.73s | IPM=  318 | Solved | ETA 17.5h
[  2.2% 143/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.5 | time=  2.30s | IPM=  121 | Solved | ETA 17.4h
[  2.2% 144/6600] Direct S3-Tgts  MC 32/100 CV=0.5 | time= 12.58s | IPM=  285 | Solved | ETA 17.6h
[  2.2% 145/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.6 | time=  2.27s | IPM=  125 | Solved | ETA 17.5h
[  2.2% 146/6600] Direct S3-Tgts  MC 32/100 CV=0.6 | time=  8.29s | IPM=  185 | Solved | ETA 17.6h
[  2.2% 147/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.7 | time=  1.81s | IPM=  124 | Solved | ETA 17.5h
[  2.2% 148/6600] Direct S3-Tgts  MC 32/100 CV=0.7 | time=  8.15s | IPM=  176 | Solved | ETA 17.6h
[  2.3% 149/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.8 | time=  1.83s | IPM=  125 | Solved | ETA 17.5h
[  2.3% 150/6600] Direct S3-Tgts  MC 32/100 CV=0.8 | time=  8.64s | IPM=  180 | Solved | ETA 17.6h
[  2.3% 151/6600] CV-SDP S3-Tgts  MC 32/100 CV=0.9 | time=  1.78s | IPM=  112 | Solved | ETA 17.6h
[  2.3% 152/6600] Direct S3-Tgts  MC 32/100 CV=0.9 | time=  8.74s | IPM=  179 | Solved | ETA 17.6h
[  2.3% 153/6600] CV-SDP S3-Tgts  MC 32/100 CV=1.0 | time=  1.63s | IPM=  100 | Solved | ETA 17.6h
[  2.3% 154/6600] Direct S3-Tgts  MC 32/100 CV=1.0 | time=  8.59s | IPM=  179 | Solved | ETA 17.6h
[  2.3% 155/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.0 | time=  5.03s | IPM=  345 | Solved | ETA 17.6h
[  2.4% 156/6600] Direct S3-Tgts  MC 33/100 CV=0.0 | time= 76.07s | IPM= 1969 | Solved | ETA 19.3h
[  2.4% 157/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.1 | time=  3.40s | IPM=  216 | Solved | ETA 19.2h
[  2.4% 158/6600] Direct S3-Tgts  MC 33/100 CV=0.1 | time= 26.32s | IPM=  615 | Solved | ETA 19.7h
[  2.4% 159/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.2 | time=  3.33s | IPM=  204 | Solved | ETA 19.7h
[  2.4% 160/6600] Direct S3-Tgts  MC 33/100 CV=0.2 | time= 14.67s | IPM=  325 | Solved | ETA 19.9h
[  2.4% 161/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.3 | time=  1.57s | IPM=   95 | Solved | ETA 19.8h
[  2.5% 162/6600] Direct S3-Tgts  MC 33/100 CV=0.3 | time= 14.75s | IPM=  326 | Solved | ETA 20.0h
[  2.5% 163/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.4 | time=  1.90s | IPM=  122 | Solved | ETA 19.9h
[  2.5% 164/6600] Direct S3-Tgts  MC 33/100 CV=0.4 | time= 13.28s | IPM=  299 | Solved | ETA 20.0h
[  2.5% 165/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.5 | time=  1.94s | IPM=  120 | Solved | ETA 20.0h
[  2.5% 166/6600] Direct S3-Tgts  MC 33/100 CV=0.5 | time=  9.00s | IPM=  190 | Solved | ETA 20.0h
[  2.5% 167/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.6 | time=  1.91s | IPM=  117 | Solved | ETA 20.0h
[  2.5% 168/6600] Direct S3-Tgts  MC 33/100 CV=0.6 | time=  8.73s | IPM=  180 | Solved | ETA 20.0h
[  2.6% 169/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.7 | time=  1.81s | IPM=  109 | Solved | ETA 19.9h
[  2.6% 170/6600] Direct S3-Tgts  MC 33/100 CV=0.7 | time=  8.42s | IPM=  172 | Solved | ETA 20.0h
[  2.6% 171/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.8 | time=  1.81s | IPM=  114 | Solved | ETA 19.9h
[  2.6% 172/6600] Direct S3-Tgts  MC 33/100 CV=0.8 | time=  8.66s | IPM=  179 | Solved | ETA 20.0h
[  2.6% 173/6600] CV-SDP S3-Tgts  MC 33/100 CV=0.9 | time=  1.73s | IPM=  108 | Solved | ETA 19.9h
[  2.6% 174/6600] Direct S3-Tgts  MC 33/100 CV=0.9 | time=  8.55s | IPM=  172 | Solved | ETA 19.9h
[  2.7% 175/6600] CV-SDP S3-Tgts  MC 33/100 CV=1.0 | time=  1.67s | IPM=  103 | Solved | ETA 19.9h
[  2.7% 176/6600] Direct S3-Tgts  MC 33/100 CV=1.0 | time=  8.46s | IPM=  171 | Solved | ETA 19.9h
[  2.7% 177/6600] CV-SDP S3-Tgts  MC 34/100 CV=0.0 | time=  2.48s | IPM=  165 | Solved | ETA 19.9h
[  2.7% 178/6600] Direct S3-Tgts  MC 34/100 CV=0.0 | time= 11.47s | IPM=  268 | Solved | ETA 20.0h
[  2.7% 179/6600] CV-SDP S3-Tgts  MC 34/100 CV=0.1 | time=  1.65s | IPM=  100 | Solved | ETA 19.9h
[  2.7% 180/6600] Direct S3-Tgts  MC 34/100 CV=0.1 | time= 24.97s | IPM=  560 | Solved | ETA 20.3h
[  2.7% 181/6600] CV-SDP S3-Tgts  MC 34/100 CV=0.2 | time=  1.60s | IPM=   97 | Solved | ETA 20.2h
[  2.8% 182/6600] Direct S3-Tgts  MC 34/100 CV=0.2 | time= 14.81s | IPM=  328 | Solved | ETA 20.4h
[  2.8% 183/6600] CV-SDP S3-Tgts  MC 34/100 CV=0.3 | time=  1.57s | IPM=   93 | Solved | ETA 20.3h
[  2.8% 184/6600] Direct S3-Tgts  MC 34/100 CV=0.3 | time= 14.22s | IPM=  309 | Solved | ETA 20.4h
[  2.8% 185/6600] CV-SDP S3-Tgts  MC 34/100 CV=0.4 | time=  1.52s | IPM=   91 | Solved | ETA 20.4h
[  2.8% 186/6600] Direct S3-Tgts  MC 34/100 CV=0.4 | time=  8.81s | IPM=  185 | Solved | ETA 20.4h
[  2.8% 187/6600] CV-SDP S3-Tgts  MC 34/100 CV=0.5 | time=  1.92s | IPM=  117 | Solved | ETA 20.3h
[  2.8% 188/6600] Direct S3-Tgts  MC 34/100 CV=0.5 | time=  9.01s | IPM=  185 | Solved | ETA 20.4h
[  2.9% 189/6600] CV-SDP S3-Tgts  MC 34/100 CV=0.6 | time=  1.95s | IPM=  124 | Solved | ETA 20.3h
[  2.9% 190/6600] Direct S3-Tgts  MC 34/100 CV=0.6 | time=  8.91s | IPM=  184 | Solved | ETA 20.4h
