[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=100, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.0%   1/6600] CV-SDP S2-Illum MC 88/100 CV=0.0 | time=  4.26s | IPM=  230 | Solved | ETA 12.3h
[  0.7%  48/6600] Direct S2-Illum MC 90/100 CV=0.1 | time= 10.86s | IPM=  341 | Solved | ETA 17.3h
[  0.7%  49/6600] CV-SDP S2-Illum MC 90/100 CV=0.2 | time=  1.21s | IPM=  110 | Solved | ETA 17.0h
[  0.8%  50/6600] Direct S2-Illum MC 90/100 CV=0.2 | time= 10.58s | IPM=  349 | Solved | ETA 17.4h
[  0.8%  51/6600] CV-SDP S2-Illum MC 90/100 CV=0.3 | time=  1.20s | IPM=  117 | Solved | ETA 17.2h
[  0.8%  52/6600] Direct S2-Illum MC 90/100 CV=0.3 | time= 10.26s | IPM=  360 | Solved | ETA 17.6h
[  0.8%  53/6600] CV-SDP S2-Illum MC 90/100 CV=0.4 | time=  1.22s | IPM=  122 | Solved | ETA 17.3h
[  0.8%  54/6600] Direct S2-Illum MC 90/100 CV=0.4 | time=  9.73s | IPM=  350 | Solved | ETA 17.7h
[  0.8%  55/6600] CV-SDP S2-Illum MC 90/100 CV=0.5 | time=  1.24s | IPM=  121 | Solved | ETA 17.4h
[  0.8%  56/6600] Direct S2-Illum MC 90/100 CV=0.5 | time=  6.91s | IPM=  230 | Solved | ETA 17.6h
[  0.9%  57/6600] CV-SDP S2-Illum MC 90/100 CV=0.6 | time=  1.28s | IPM=  118 | Solved | ETA 17.3h
[  0.9%  58/6600] Direct S2-Illum MC 90/100 CV=0.6 | time=  7.10s | IPM=  230 | Solved | ETA 17.5h
[  0.9%  59/6600] CV-SDP S2-Illum MC 90/100 CV=0.7 | time=  1.39s | IPM=  123 | Solved | ETA 17.3h
[  0.9%  60/6600] Direct S2-Illum MC 90/100 CV=0.7 | time=  7.03s | IPM=  220 | Solved | ETA 17.4h
[  0.9%  61/6600] CV-SDP S2-Illum MC 90/100 CV=0.8 | time=  1.28s | IPM=  123 | Solved | ETA 17.2h
[  0.9%  62/6600] Direct S2-Illum MC 90/100 CV=0.8 | time=  6.65s | IPM=  211 | Solved | ETA 17.3h
[  1.0%  63/6600] CV-SDP S2-Illum MC 90/100 CV=0.9 | time=  1.25s | IPM=  120 | Solved | ETA 17.1h
[  1.0%  64/6600] Direct S2-Illum MC 90/100 CV=0.9 | time=  6.44s | IPM=  205 | Solved | ETA 17.2h
[  1.0%  65/6600] CV-SDP S2-Illum MC 90/100 CV=1.0 | time=  1.26s | IPM=  117 | Solved | ETA 17.0h
[  1.0%  66/6600] Direct S2-Illum MC 90/100 CV=1.0 | time=  6.19s | IPM=  190 | Solved | ETA 17.1h
[  1.0%  67/6600] CV-SDP S2-Illum MC 91/100 CV=0.0 | time=  1.75s | IPM=  186 | Solved | ETA 16.9h
[  1.0%  68/6600] Direct S2-Illum MC 91/100 CV=0.0 | time=  2.37s | IPM=   62 | Infeasible | ETA 16.8h
[  1.0%  69/6600] CV-SDP S2-Illum MC 91/100 CV=0.1 | time=  1.27s | IPM=  118 | Solved | ETA 16.6h
[  1.1%  70/6600] Direct S2-Illum MC 91/100 CV=0.1 | time= 10.32s | IPM=  338 | Solved | ETA 16.9h
[  1.1%  71/6600] CV-SDP S2-Illum MC 91/100 CV=0.2 | time=  1.22s | IPM=  113 | Solved | ETA 16.7h
[  1.1%  72/6600] Direct S2-Illum MC 91/100 CV=0.2 | time=  9.93s | IPM=  320 | Solved | ETA 17.0h
[  1.1%  73/6600] CV-SDP S2-Illum MC 91/100 CV=0.3 | time=  1.19s | IPM=  108 | Solved | ETA 16.8h
[  1.1%  74/6600] Direct S2-Illum MC 91/100 CV=0.3 | time= 10.99s | IPM=  377 | Solved | ETA 17.1h
[  1.1%  75/6600] CV-SDP S2-Illum MC 91/100 CV=0.4 | time=  1.17s | IPM=  108 | Solved | ETA 16.9h
[  1.2%  76/6600] Direct S2-Illum MC 91/100 CV=0.4 | time=  6.84s | IPM=  222 | Solved | ETA 17.1h
[  1.2%  77/6600] CV-SDP S2-Illum MC 91/100 CV=0.5 | time=  1.18s | IPM=  111 | Solved | ETA 16.9h
[  1.2%  78/6600] Direct S2-Illum MC 91/100 CV=0.5 | time=  6.97s | IPM=  230 | Solved | ETA 17.0h
[  1.2%  79/6600] CV-SDP S2-Illum MC 91/100 CV=0.6 | time=  1.14s | IPM=  112 | Solved | ETA 16.8h
[  1.2%  80/6600] Direct S2-Illum MC 91/100 CV=0.6 | time=  7.01s | IPM=  232 | Solved | ETA 16.9h
[  1.2%  81/6600] CV-SDP S2-Illum MC 91/100 CV=0.7 | time=  1.25s | IPM=  116 | Solved | ETA 16.8h
[  1.2%  82/6600] Direct S2-Illum MC 91/100 CV=0.7 | time=  6.88s | IPM=  222 | Solved | ETA 16.9h
[  1.3%  83/6600] CV-SDP S2-Illum MC 91/100 CV=0.8 | time=  1.25s | IPM=  114 | Solved | ETA 16.7h
[  1.3%  84/6600] Direct S2-Illum MC 91/100 CV=0.8 | time=  6.81s | IPM=  216 | Solved | ETA 16.8h
[  1.3%  85/6600] CV-SDP S2-Illum MC 91/100 CV=0.9 | time=  1.27s | IPM=  111 | Solved | ETA 16.7h
[  1.3%  86/6600] Direct S2-Illum MC 91/100 CV=0.9 | time=  6.63s | IPM=  206 | Solved | ETA 16.8h
[  1.3%  87/6600] CV-SDP S2-Illum MC 91/100 CV=1.0 | time=  1.18s | IPM=  106 | Solved | ETA 16.6h
[  1.3%  88/6600] Direct S2-Illum MC 91/100 CV=1.0 | time=  6.38s | IPM=  196 | Solved | ETA 16.7h
[  1.3%  89/6600] CV-SDP S2-Illum MC 92/100 CV=0.0 | time=  2.13s | IPM=  226 | Solved | ETA 16.6h
[  1.4%  90/6600] Direct S2-Illum MC 92/100 CV=0.0 | time=  2.32s | IPM=   54 | Infeasible | ETA 16.5h
[  1.4%  91/6600] CV-SDP S2-Illum MC 92/100 CV=0.1 | time=  1.24s | IPM=  117 | Solved | ETA 16.3h
[  1.4%  92/6600] Direct S2-Illum MC 92/100 CV=0.1 | time=  9.88s | IPM=  317 | Solved | ETA 16.5h
[  1.4%  93/6600] CV-SDP S2-Illum MC 92/100 CV=0.2 | time=  1.22s | IPM=  120 | Solved | ETA 16.4h
[  1.4%  94/6600] Direct S2-Illum MC 92/100 CV=0.2 | time= 10.25s | IPM=  336 | Solved | ETA 16.6h
[  1.4%  95/6600] CV-SDP S2-Illum MC 92/100 CV=0.3 | time=  1.34s | IPM=  126 | Solved | ETA 16.5h
[  1.5%  96/6600] Direct S2-Illum MC 92/100 CV=0.3 | time= 11.03s | IPM=  375 | Solved | ETA 16.8h
[  1.5%  97/6600] CV-SDP S2-Illum MC 92/100 CV=0.4 | time=  1.32s | IPM=  120 | Solved | ETA 16.6h
[  1.5%  98/6600] Direct S2-Illum MC 92/100 CV=0.4 | time= 11.00s | IPM=  355 | Solved | ETA 16.8h
[  1.5%  99/6600] CV-SDP S2-Illum MC 92/100 CV=0.5 | time=  1.27s | IPM=  119 | Solved | ETA 16.7h
[  1.5% 100/6600] Direct S2-Illum MC 92/100 CV=0.5 | time=  7.08s | IPM=  239 | Solved | ETA 16.8h
[  1.5% 101/6600] CV-SDP S2-Illum MC 92/100 CV=0.6 | time=  1.33s | IPM=  117 | Solved | ETA 16.7h
[  1.5% 102/6600] Direct S2-Illum MC 92/100 CV=0.6 | time=  6.92s | IPM=  230 | Solved | ETA 16.8h
[  1.6% 103/6600] CV-SDP S2-Illum MC 92/100 CV=0.7 | time=  1.10s | IPM=  102 | Solved | ETA 16.6h
[  1.6% 104/6600] Direct S2-Illum MC 92/100 CV=0.7 | time=  6.71s | IPM=  216 | Solved | ETA 16.7h
[  1.6% 105/6600] CV-SDP S2-Illum MC 92/100 CV=0.8 | time=  1.21s | IPM=  110 | Solved | ETA 16.6h
[  1.6% 106/6600] Direct S2-Illum MC 92/100 CV=0.8 | time=  6.52s | IPM=  211 | Solved | ETA 16.7h
[  1.6% 107/6600] CV-SDP S2-Illum MC 92/100 CV=0.9 | time=  1.18s | IPM=  107 | Solved | ETA 16.5h
[  1.6% 108/6600] Direct S2-Illum MC 92/100 CV=0.9 | time=  6.50s | IPM=  205 | Solved | ETA 16.6h
[  1.7% 109/6600] CV-SDP S2-Illum MC 92/100 CV=1.0 | time=  1.26s | IPM=  110 | Solved | ETA 16.5h
[  1.7% 110/6600] Direct S2-Illum MC 92/100 CV=1.0 | time=  6.24s | IPM=  192 | Solved | ETA 16.5h
[  1.7% 111/6600] CV-SDP S2-Illum MC 93/100 CV=0.0 | time=  3.49s | IPM=  369 | Solved | ETA 16.5h
[  1.7% 112/6600] Direct S2-Illum MC 93/100 CV=0.0 | time=  2.22s | IPM=   54 | Infeasible | ETA 16.4h
[  1.7% 113/6600] CV-SDP S2-Illum MC 93/100 CV=0.1 | time=  2.02s | IPM=  170 | Solved | ETA 16.3h
[  1.7% 114/6600] Direct S2-Illum MC 93/100 CV=0.1 | time= 10.23s | IPM=  329 | Solved | ETA 16.5h
[  1.7% 115/6600] CV-SDP S2-Illum MC 93/100 CV=0.2 | time=  0.99s | IPM=   84 | Solved | ETA 16.4h
[  1.8% 116/6600] Direct S2-Illum MC 93/100 CV=0.2 | time= 10.06s | IPM=  321 | Solved | ETA 16.6h
[  1.8% 117/6600] CV-SDP S2-Illum MC 93/100 CV=0.3 | time=  1.06s | IPM=   88 | Solved | ETA 16.5h
[  1.8% 118/6600] Direct S2-Illum MC 93/100 CV=0.3 | time= 10.98s | IPM=  379 | Solved | ETA 16.6h
[  1.8% 119/6600] CV-SDP S2-Illum MC 93/100 CV=0.4 | time=  1.25s | IPM=  113 | Solved | ETA 16.5h
[  1.8% 120/6600] Direct S2-Illum MC 93/100 CV=0.4 | time=  6.65s | IPM=  215 | Solved | ETA 16.6h
[  1.8% 121/6600] CV-SDP S2-Illum MC 93/100 CV=0.5 | time=  1.56s | IPM=  120 | Solved | ETA 16.5h
[  1.8% 122/6600] Direct S2-Illum MC 93/100 CV=0.5 | time=  6.45s | IPM=  226 | Solved | ETA 16.6h
[  1.9% 123/6600] CV-SDP S2-Illum MC 93/100 CV=0.6 | time=  1.20s | IPM=  112 | Solved | ETA 16.5h
[  1.9% 124/6600] Direct S2-Illum MC 93/100 CV=0.6 | time=  8.25s | IPM=  230 | Solved | ETA 16.5h
[  1.9% 125/6600] CV-SDP S2-Illum MC 93/100 CV=0.7 | time=  1.50s | IPM=  112 | Solved | ETA 16.4h
[  1.9% 126/6600] Direct S2-Illum MC 93/100 CV=0.7 | time=  6.38s | IPM=  220 | Solved | ETA 16.5h
[  1.9% 127/6600] CV-SDP S2-Illum MC 93/100 CV=0.8 | time=  1.16s | IPM=  116 | Solved | ETA 16.4h
[  1.9% 128/6600] Direct S2-Illum MC 93/100 CV=0.8 | time=  6.25s | IPM=  215 | Solved | ETA 16.5h
[  2.0% 129/6600] CV-SDP S2-Illum MC 93/100 CV=0.9 | time=  1.49s | IPM=  112 | Solved | ETA 16.4h
[  2.0% 130/6600] Direct S2-Illum MC 93/100 CV=0.9 | time=  6.06s | IPM=  205 | Solved | ETA 16.4h
[  2.0% 131/6600] CV-SDP S2-Illum MC 93/100 CV=1.0 | time=  1.52s | IPM=  105 | Solved | ETA 16.4h
[  2.0% 132/6600] Direct S2-Illum MC 93/100 CV=1.0 | time=  6.31s | IPM=  192 | Solved | ETA 16.4h
[  2.0% 133/6600] CV-SDP S2-Illum MC 94/100 CV=0.0 | time=  1.80s | IPM=  185 | Solved | ETA 16.3h
[  2.0% 134/6600] Direct S2-Illum MC 94/100 CV=0.0 | time=  1.75s | IPM=   31 | Infeasible | ETA 16.2h
[  2.0% 135/6600] CV-SDP S2-Illum MC 94/100 CV=0.1 | time=  1.03s | IPM=   82 | Solved | ETA 16.1h
[  2.1% 136/6600] Direct S2-Illum MC 94/100 CV=0.1 | time= 12.59s | IPM=  340 | Solved | ETA 16.3h
[  2.1% 137/6600] CV-SDP S2-Illum MC 94/100 CV=0.2 | time=  1.37s | IPM=   81 | Solved | ETA 16.3h
[  2.1% 138/6600] Direct S2-Illum MC 94/100 CV=0.2 | time= 10.28s | IPM=  330 | Solved | ETA 16.4h
[  2.1% 139/6600] CV-SDP S2-Illum MC 94/100 CV=0.3 | time=  1.08s | IPM=   88 | Solved | ETA 16.3h
[  2.1% 140/6600] Direct S2-Illum MC 94/100 CV=0.3 | time= 11.05s | IPM=  367 | Solved | ETA 16.5h
[  2.1% 141/6600] CV-SDP S2-Illum MC 94/100 CV=0.4 | time=  1.20s | IPM=  111 | Solved | ETA 16.4h
[  2.2% 142/6600] Direct S2-Illum MC 94/100 CV=0.4 | time= 10.82s | IPM=  367 | Solved | ETA 16.5h
[  2.2% 143/6600] CV-SDP S2-Illum MC 94/100 CV=0.5 | time=  1.17s | IPM=  106 | Solved | ETA 16.5h
[  2.2% 144/6600] Direct S2-Illum MC 94/100 CV=0.5 | time=  6.81s | IPM=  226 | Solved | ETA 16.5h
[  2.2% 145/6600] CV-SDP S2-Illum MC 94/100 CV=0.6 | time=  1.22s | IPM=  111 | Solved | ETA 16.4h
[  2.2% 146/6600] Direct S2-Illum MC 94/100 CV=0.6 | time=  6.93s | IPM=  230 | Solved | ETA 16.5h
[  2.2% 147/6600] CV-SDP S2-Illum MC 94/100 CV=0.7 | time=  1.21s | IPM=  110 | Solved | ETA 16.4h
[  2.2% 148/6600] Direct S2-Illum MC 94/100 CV=0.7 | time=  6.86s | IPM=  220 | Solved | ETA 16.4h
[  2.3% 149/6600] CV-SDP S2-Illum MC 94/100 CV=0.8 | time=  1.27s | IPM=  117 | Solved | ETA 16.4h
[  2.3% 150/6600] Direct S2-Illum MC 94/100 CV=0.8 | time=  6.78s | IPM=  219 | Solved | ETA 16.4h
[  2.3% 151/6600] CV-SDP S2-Illum MC 94/100 CV=0.9 | time=  1.22s | IPM=  110 | Solved | ETA 16.4h
[  2.3% 152/6600] Direct S2-Illum MC 94/100 CV=0.9 | time= 10.75s | IPM=  205 | Solved | ETA 16.4h
[  2.3% 153/6600] CV-SDP S2-Illum MC 94/100 CV=1.0 | time=  1.18s | IPM=  105 | Solved | ETA 16.4h
[  2.3% 154/6600] Direct S2-Illum MC 94/100 CV=1.0 | time=  6.28s | IPM=  192 | Solved | ETA 16.4h
Scenario 2/3: S3 More Targets
  N_T=4, N=16, L=6, Q=1.25, P_des=0.90 Pmax/N
[  2.3% 155/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.0 | time=  3.22s | IPM=  185 | Solved | ETA 16.4h
[  2.4% 156/6600] Direct S3-Tgts  MC 88/100 CV=0.0 | time= 15.44s | IPM=  402 | Failed | ETA 16.6h
[  2.4% 157/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.1 | time=  1.52s | IPM=   90 | Solved | ETA 16.6h
[  2.4% 158/6600] Direct S3-Tgts  MC 88/100 CV=0.1 | time= 20.26s | IPM=  460 | Solved | ETA 16.9h
[  2.4% 159/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.2 | time=  1.73s | IPM=  108 | Solved | ETA 16.8h
[  2.4% 160/6600] Direct S3-Tgts  MC 88/100 CV=0.2 | time= 14.39s | IPM=  322 | Solved | ETA 17.1h
[  2.4% 161/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.3 | time=  1.66s | IPM=  105 | Solved | ETA 17.0h
[  2.5% 162/6600] Direct S3-Tgts  MC 88/100 CV=0.3 | time= 14.69s | IPM=  326 | Solved | ETA 17.2h
[  2.5% 163/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.4 | time=  1.59s | IPM=   94 | Solved | ETA 17.1h
[  2.5% 164/6600] Direct S3-Tgts  MC 88/100 CV=0.4 | time=  8.83s | IPM=  197 | Solved | ETA 17.2h
[  2.5% 165/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.5 | time=  1.74s | IPM=  114 | Solved | ETA 17.1h
[  2.5% 166/6600] Direct S3-Tgts  MC 88/100 CV=0.5 | time=  8.29s | IPM=  180 | Solved | ETA 17.2h
[  2.5% 167/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.6 | time=  1.69s | IPM=  112 | Solved | ETA 17.1h
[  2.5% 168/6600] Direct S3-Tgts  MC 88/100 CV=0.6 | time=  8.31s | IPM=  180 | Solved | ETA 17.2h
[  2.6% 169/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.7 | time=  1.83s | IPM=  114 | Solved | ETA 17.2h
[  2.6% 170/6600] Direct S3-Tgts  MC 88/100 CV=0.7 | time=  8.13s | IPM=  175 | Solved | ETA 17.2h
[  2.6% 171/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.8 | time=  1.69s | IPM=  110 | Solved | ETA 17.2h
[  2.6% 172/6600] Direct S3-Tgts  MC 88/100 CV=0.8 | time=  8.04s | IPM=  175 | Solved | ETA 17.2h
[  2.6% 173/6600] CV-SDP S3-Tgts  MC 88/100 CV=0.9 | time=  1.65s | IPM=  107 | Solved | ETA 17.1h
[  2.6% 174/6600] Direct S3-Tgts  MC 88/100 CV=0.9 | time=  8.10s | IPM=  173 | Solved | ETA 17.2h
[  2.7% 175/6600] CV-SDP S3-Tgts  MC 88/100 CV=1.0 | time=  1.62s | IPM=  102 | Solved | ETA 17.1h
[  2.7% 176/6600] Direct S3-Tgts  MC 88/100 CV=1.0 | time=  7.93s | IPM=  170 | Solved | ETA 17.2h
[  2.7% 177/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.0 | time=  2.39s | IPM=  172 | Solved | ETA 17.2h
[  2.7% 178/6600] Direct S3-Tgts  MC 89/100 CV=0.0 | time= 16.70s | IPM=  459 | Solved | ETA 17.4h
[  2.7% 179/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.1 | time=  1.59s | IPM=   98 | Solved | ETA 17.3h
[  2.7% 180/6600] Direct S3-Tgts  MC 89/100 CV=0.1 | time= 20.04s | IPM=  460 | Solved | ETA 17.6h
[  2.7% 181/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.2 | time=  1.52s | IPM=   92 | Solved | ETA 17.6h
[  2.8% 182/6600] Direct S3-Tgts  MC 89/100 CV=0.2 | time= 14.69s | IPM=  329 | Solved | ETA 17.7h
[  2.8% 183/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.3 | time=  1.61s | IPM=   98 | Solved | ETA 17.7h
[  2.8% 184/6600] Direct S3-Tgts  MC 89/100 CV=0.3 | time= 14.41s | IPM=  323 | Solved | ETA 17.9h
[  2.8% 185/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.4 | time=  1.99s | IPM=  128 | Solved | ETA 17.8h
[  2.8% 186/6600] Direct S3-Tgts  MC 89/100 CV=0.4 | time= 13.24s | IPM=  289 | Solved | ETA 18.0h
[  2.8% 187/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.5 | time=  1.92s | IPM=  119 | Solved | ETA 17.9h
[  2.8% 188/6600] Direct S3-Tgts  MC 89/100 CV=0.5 | time=  8.76s | IPM=  187 | Solved | ETA 18.0h
[  2.9% 189/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.6 | time=  1.77s | IPM=  108 | Solved | ETA 17.9h
[  2.9% 190/6600] Direct S3-Tgts  MC 89/100 CV=0.6 | time=  8.87s | IPM=  182 | Solved | ETA 18.0h
[  2.9% 191/6600] CV-SDP S3-Tgts  MC 89/100 CV=0.7 | time=  1.80s | IPM=  109 | Solved | ETA 17.9h
