[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=100, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.0%   1/6600] CV-SDP S2-Illum MC 51/100 CV=0.0 | time=  3.81s | IPM=  180 | Solved | ETA 11.0h
[  0.3%  18/6600] Direct S2-Illum MC 51/100 CV=0.8 | time=  6.63s | IPM=  214 | Solved | ETA 16.4h
[  0.3%  19/6600] CV-SDP S2-Illum MC 51/100 CV=0.9 | time=  1.10s | IPM=  101 | Solved | ETA 15.8h
[  0.3%  20/6600] Direct S2-Illum MC 51/100 CV=0.9 | time=  6.35s | IPM=  205 | Solved | ETA 16.2h
[  0.3%  21/6600] CV-SDP S2-Illum MC 51/100 CV=1.0 | time=  1.13s | IPM=  103 | Solved | ETA 15.6h
[  0.3%  22/6600] Direct S2-Illum MC 51/100 CV=1.0 | time=  6.08s | IPM=  190 | Solved | ETA 15.9h
[  0.3%  23/6600] CV-SDP S2-Illum MC 52/100 CV=0.0 | time=  1.75s | IPM=  181 | Solved | ETA 15.5h
[  0.4%  24/6600] Direct S2-Illum MC 52/100 CV=0.0 | time=  2.56s | IPM=   66 | Infeasible | ETA 15.2h
[  0.4%  25/6600] CV-SDP S2-Illum MC 52/100 CV=0.1 | time=  1.05s | IPM=   83 | Solved | ETA 14.7h
[  0.4%  26/6600] Direct S2-Illum MC 52/100 CV=0.1 | time=  8.66s | IPM=  254 | Solved | ETA 15.4h
[  0.4%  27/6600] CV-SDP S2-Illum MC 52/100 CV=0.2 | time=  1.02s | IPM=   86 | Solved | ETA 14.9h
[  0.4%  28/6600] Direct S2-Illum MC 52/100 CV=0.2 | time= 10.21s | IPM=  335 | Solved | ETA 15.8h
[  0.4%  29/6600] CV-SDP S2-Illum MC 52/100 CV=0.3 | time=  1.05s | IPM=   87 | Solved | ETA 15.3h
[  0.5%  30/6600] Direct S2-Illum MC 52/100 CV=0.3 | time= 10.88s | IPM=  381 | Solved | ETA 16.1h
[  0.5%  31/6600] CV-SDP S2-Illum MC 52/100 CV=0.4 | time=  1.30s | IPM=  111 | Solved | ETA 15.8h
[  0.5%  32/6600] Direct S2-Illum MC 52/100 CV=0.4 | time= 11.27s | IPM=  367 | Solved | ETA 16.5h
[  0.5%  33/6600] CV-SDP S2-Illum MC 52/100 CV=0.5 | time=  1.20s | IPM=  104 | Solved | ETA 16.2h
[  0.5%  34/6600] Direct S2-Illum MC 52/100 CV=0.5 | time=  7.23s | IPM=  221 | Solved | ETA 16.5h
[  0.5%  35/6600] CV-SDP S2-Illum MC 52/100 CV=0.6 | time=  1.23s | IPM=  110 | Solved | ETA 16.1h
[  0.5%  36/6600] Direct S2-Illum MC 52/100 CV=0.6 | time=  6.95s | IPM=  230 | Solved | ETA 16.4h
[  0.6%  37/6600] CV-SDP S2-Illum MC 52/100 CV=0.7 | time=  1.14s | IPM=  102 | Solved | ETA 16.0h
[  0.6%  38/6600] Direct S2-Illum MC 52/100 CV=0.7 | time=  6.83s | IPM=  215 | Solved | ETA 16.3h
[  0.6%  39/6600] CV-SDP S2-Illum MC 52/100 CV=0.8 | time=  1.24s | IPM=  112 | Solved | ETA 16.0h
[  0.6%  40/6600] Direct S2-Illum MC 52/100 CV=0.8 | time=  6.57s | IPM=  206 | Solved | ETA 16.2h
[  0.6%  41/6600] CV-SDP S2-Illum MC 52/100 CV=0.9 | time=  1.23s | IPM=  116 | Solved | ETA 15.9h
[  0.6%  42/6600] Direct S2-Illum MC 52/100 CV=0.9 | time=  6.40s | IPM=  201 | Solved | ETA 16.0h
[  0.7%  43/6600] CV-SDP S2-Illum MC 52/100 CV=1.0 | time=  1.19s | IPM=  111 | Solved | ETA 15.8h
[  0.7%  44/6600] Direct S2-Illum MC 52/100 CV=1.0 | time=  5.88s | IPM=  190 | Solved | ETA 15.9h
[  0.7%  45/6600] CV-SDP S2-Illum MC 53/100 CV=0.0 | time=  1.69s | IPM=  180 | Solved | ETA 15.7h
[  0.7%  46/6600] Direct S2-Illum MC 53/100 CV=0.0 | time=  1.64s | IPM=   28 | Infeasible | ETA 15.5h
[  0.7%  47/6600] CV-SDP S2-Illum MC 53/100 CV=0.1 | time=  1.11s | IPM=   99 | Solved | ETA 15.2h
[  0.7%  48/6600] Direct S2-Illum MC 53/100 CV=0.1 | time=  8.97s | IPM=  271 | Solved | ETA 15.6h
[  0.7%  49/6600] CV-SDP S2-Illum MC 53/100 CV=0.2 | time=  1.07s | IPM=   95 | Solved | ETA 15.3h
[  0.8%  50/6600] Direct S2-Illum MC 53/100 CV=0.2 | time= 10.20s | IPM=  339 | Solved | ETA 15.8h
[  0.8%  51/6600] CV-SDP S2-Illum MC 53/100 CV=0.3 | time=  1.04s | IPM=   93 | Solved | ETA 15.5h
[  0.8%  52/6600] Direct S2-Illum MC 53/100 CV=0.3 | time= 11.75s | IPM=  390 | Solved | ETA 16.0h
[  0.8%  53/6600] CV-SDP S2-Illum MC 53/100 CV=0.4 | time=  1.15s | IPM=  114 | Solved | ETA 15.8h
[  0.8%  54/6600] Direct S2-Illum MC 53/100 CV=0.4 | time=  6.69s | IPM=  236 | Solved | ETA 16.0h
[  0.8%  55/6600] CV-SDP S2-Illum MC 53/100 CV=0.5 | time=  1.18s | IPM=  111 | Solved | ETA 15.8h
[  0.8%  56/6600] Direct S2-Illum MC 53/100 CV=0.5 | time=  6.65s | IPM=  222 | Solved | ETA 15.9h
[  0.9%  57/6600] CV-SDP S2-Illum MC 53/100 CV=0.6 | time=  1.23s | IPM=  111 | Solved | ETA 15.7h
[  0.9%  58/6600] Direct S2-Illum MC 53/100 CV=0.6 | time=  7.05s | IPM=  234 | Solved | ETA 15.9h
[  0.9%  59/6600] CV-SDP S2-Illum MC 53/100 CV=0.7 | time=  1.28s | IPM=  116 | Solved | ETA 15.7h
[  0.9%  60/6600] Direct S2-Illum MC 53/100 CV=0.7 | time=  6.80s | IPM=  220 | Solved | ETA 15.8h
[  0.9%  61/6600] CV-SDP S2-Illum MC 53/100 CV=0.8 | time=  1.24s | IPM=  116 | Solved | ETA 15.6h
[  0.9%  62/6600] Direct S2-Illum MC 53/100 CV=0.8 | time=  6.66s | IPM=  216 | Solved | ETA 15.8h
[  1.0%  63/6600] CV-SDP S2-Illum MC 53/100 CV=0.9 | time=  1.23s | IPM=  111 | Solved | ETA 15.6h
[  1.0%  64/6600] Direct S2-Illum MC 53/100 CV=0.9 | time=  6.36s | IPM=  202 | Solved | ETA 15.7h
[  1.0%  65/6600] CV-SDP S2-Illum MC 53/100 CV=1.0 | time=  1.16s | IPM=  106 | Solved | ETA 15.5h
[  1.0%  66/6600] Direct S2-Illum MC 53/100 CV=1.0 | time=  6.41s | IPM=  191 | Solved | ETA 15.6h
[  1.0%  67/6600] CV-SDP S2-Illum MC 54/100 CV=0.0 | time=  1.61s | IPM=  171 | Solved | ETA 15.5h
[  1.0%  68/6600] Direct S2-Illum MC 54/100 CV=0.0 | time=  2.06s | IPM=   49 | Infeasible | ETA 15.4h
[  1.0%  69/6600] CV-SDP S2-Illum MC 54/100 CV=0.1 | time=  0.98s | IPM=   85 | Solved | ETA 15.2h
[  1.1%  70/6600] Direct S2-Illum MC 54/100 CV=0.1 | time= 10.03s | IPM=  334 | Solved | ETA 15.5h
[  1.1%  71/6600] CV-SDP S2-Illum MC 54/100 CV=0.2 | time=  1.01s | IPM=   85 | Solved | ETA 15.3h
[  1.1%  72/6600] Direct S2-Illum MC 54/100 CV=0.2 | time= 10.39s | IPM=  347 | Solved | ETA 15.6h
[  1.1%  73/6600] CV-SDP S2-Illum MC 54/100 CV=0.3 | time=  1.14s | IPM=  109 | Solved | ETA 15.5h
[  1.1%  74/6600] Direct S2-Illum MC 54/100 CV=0.3 | time= 10.39s | IPM=  374 | Solved | ETA 15.8h
[  1.1%  75/6600] CV-SDP S2-Illum MC 54/100 CV=0.4 | time=  1.14s | IPM=  110 | Solved | ETA 15.6h
[  1.2%  76/6600] Direct S2-Illum MC 54/100 CV=0.4 | time= 10.10s | IPM=  344 | Solved | ETA 15.9h
[  1.2%  77/6600] CV-SDP S2-Illum MC 54/100 CV=0.5 | time=  1.12s | IPM=  109 | Solved | ETA 15.7h
[  1.2%  78/6600] Direct S2-Illum MC 54/100 CV=0.5 | time=  6.72s | IPM=  237 | Solved | ETA 15.8h
[  1.2%  79/6600] CV-SDP S2-Illum MC 54/100 CV=0.6 | time=  1.16s | IPM=  110 | Solved | ETA 15.7h
[  1.2%  80/6600] Direct S2-Illum MC 54/100 CV=0.6 | time=  6.41s | IPM=  230 | Solved | ETA 15.8h
[  1.2%  81/6600] CV-SDP S2-Illum MC 54/100 CV=0.7 | time=  1.14s | IPM=  110 | Solved | ETA 15.6h
[  1.2%  82/6600] Direct S2-Illum MC 54/100 CV=0.7 | time=  6.36s | IPM=  222 | Solved | ETA 15.7h
[  1.3%  83/6600] CV-SDP S2-Illum MC 54/100 CV=0.8 | time=  1.19s | IPM=  112 | Solved | ETA 15.6h
[  1.3%  84/6600] Direct S2-Illum MC 54/100 CV=0.8 | time=  6.33s | IPM=  211 | Solved | ETA 15.7h
[  1.3%  85/6600] CV-SDP S2-Illum MC 54/100 CV=0.9 | time=  1.32s | IPM=  134 | Solved | ETA 15.5h
[  1.3%  86/6600] Direct S2-Illum MC 54/100 CV=0.9 | time=  6.10s | IPM=  205 | Solved | ETA 15.6h
[  1.3%  87/6600] CV-SDP S2-Illum MC 54/100 CV=1.0 | time=  1.25s | IPM=  126 | Solved | ETA 15.5h
[  1.3%  88/6600] Direct S2-Illum MC 54/100 CV=1.0 | time=  5.90s | IPM=  193 | Solved | ETA 15.5h
[  1.3%  89/6600] CV-SDP S2-Illum MC 55/100 CV=0.0 | time=  1.70s | IPM=  181 | Solved | ETA 15.4h
[  1.4%  90/6600] Direct S2-Illum MC 55/100 CV=0.0 | time=  2.44s | IPM=   66 | Infeasible | ETA 15.4h
[  1.4%  91/6600] CV-SDP S2-Illum MC 55/100 CV=0.1 | time=  1.07s | IPM=   95 | Solved | ETA 15.2h
[  1.4%  92/6600] Direct S2-Illum MC 55/100 CV=0.1 | time= 10.66s | IPM=  360 | Solved | ETA 15.5h
[  1.4%  93/6600] CV-SDP S2-Illum MC 55/100 CV=0.2 | time=  1.25s | IPM=  115 | Solved | ETA 15.4h
[  1.4%  94/6600] Direct S2-Illum MC 55/100 CV=0.2 | time= 10.08s | IPM=  332 | Solved | ETA 15.6h
[  1.4%  95/6600] CV-SDP S2-Illum MC 55/100 CV=0.3 | time=  1.22s | IPM=  113 | Solved | ETA 15.5h
[  1.5%  96/6600] Direct S2-Illum MC 55/100 CV=0.3 | time= 10.84s | IPM=  375 | Solved | ETA 15.7h
[  1.5%  97/6600] CV-SDP S2-Illum MC 55/100 CV=0.4 | time=  1.26s | IPM=  116 | Solved | ETA 15.6h
[  1.5%  98/6600] Direct S2-Illum MC 55/100 CV=0.4 | time=  6.73s | IPM=  220 | Solved | ETA 15.7h
[  1.5%  99/6600] CV-SDP S2-Illum MC 55/100 CV=0.5 | time=  1.20s | IPM=  113 | Solved | ETA 15.6h
[  1.5% 100/6600] Direct S2-Illum MC 55/100 CV=0.5 | time=  6.80s | IPM=  227 | Solved | ETA 15.7h
[  1.5% 101/6600] CV-SDP S2-Illum MC 55/100 CV=0.6 | time=  1.21s | IPM=  112 | Solved | ETA 15.5h
[  1.5% 102/6600] Direct S2-Illum MC 55/100 CV=0.6 | time=  6.85s | IPM=  233 | Solved | ETA 15.6h
[  1.6% 103/6600] CV-SDP S2-Illum MC 55/100 CV=0.7 | time=  1.23s | IPM=  112 | Solved | ETA 15.5h
[  1.6% 104/6600] Direct S2-Illum MC 55/100 CV=0.7 | time=  6.81s | IPM=  225 | Solved | ETA 15.6h
[  1.6% 105/6600] CV-SDP S2-Illum MC 55/100 CV=0.8 | time=  1.16s | IPM=  117 | Solved | ETA 15.5h
[  1.6% 106/6600] Direct S2-Illum MC 55/100 CV=0.8 | time=  6.43s | IPM=  215 | Solved | ETA 15.6h
[  1.6% 107/6600] CV-SDP S2-Illum MC 55/100 CV=0.9 | time=  1.15s | IPM=  112 | Solved | ETA 15.4h
[  1.6% 108/6600] Direct S2-Illum MC 55/100 CV=0.9 | time=  6.06s | IPM=  205 | Solved | ETA 15.5h
[  1.7% 109/6600] CV-SDP S2-Illum MC 55/100 CV=1.0 | time=  1.12s | IPM=  108 | Solved | ETA 15.4h
[  1.7% 110/6600] Direct S2-Illum MC 55/100 CV=1.0 | time=  5.77s | IPM=  192 | Solved | ETA 15.4h
[  1.7% 111/6600] CV-SDP S2-Illum MC 56/100 CV=0.0 | time=  4.01s | IPM=  465 | Solved | ETA 15.4h
[  1.7% 112/6600] Direct S2-Illum MC 56/100 CV=0.0 | time=  1.31s | IPM=   18 | Infeasible | ETA 15.3h
[  1.7% 113/6600] CV-SDP S2-Illum MC 56/100 CV=0.1 | time=  1.22s | IPM=  114 | Solved | ETA 15.2h
[  1.7% 114/6600] Direct S2-Illum MC 56/100 CV=0.1 | time=  9.22s | IPM=  307 | Solved | ETA 15.4h
[  1.7% 115/6600] CV-SDP S2-Illum MC 56/100 CV=0.2 | time=  1.17s | IPM=  113 | Solved | ETA 15.3h
[  1.8% 116/6600] Direct S2-Illum MC 56/100 CV=0.2 | time=  9.70s | IPM=  334 | Solved | ETA 15.5h
[  1.8% 117/6600] CV-SDP S2-Illum MC 56/100 CV=0.3 | time=  1.16s | IPM=  113 | Solved | ETA 15.4h
[  1.8% 118/6600] Direct S2-Illum MC 56/100 CV=0.3 | time= 10.16s | IPM=  363 | Solved | ETA 15.5h
[  1.8% 119/6600] CV-SDP S2-Illum MC 56/100 CV=0.4 | time=  1.16s | IPM=  115 | Solved | ETA 15.4h
[  1.8% 120/6600] Direct S2-Illum MC 56/100 CV=0.4 | time=  6.52s | IPM=  225 | Solved | ETA 15.5h
[  1.8% 121/6600] CV-SDP S2-Illum MC 56/100 CV=0.5 | time=  1.13s | IPM=  113 | Solved | ETA 15.4h
[  1.8% 122/6600] Direct S2-Illum MC 56/100 CV=0.5 | time=  6.54s | IPM=  231 | Solved | ETA 15.5h
[  1.9% 123/6600] CV-SDP S2-Illum MC 56/100 CV=0.6 | time=  1.12s | IPM=  108 | Solved | ETA 15.4h
[  1.9% 124/6600] Direct S2-Illum MC 56/100 CV=0.6 | time=  6.57s | IPM=  230 | Solved | ETA 15.4h
[  1.9% 125/6600] CV-SDP S2-Illum MC 56/100 CV=0.7 | time=  1.15s | IPM=  108 | Solved | ETA 15.4h
[  1.9% 126/6600] Direct S2-Illum MC 56/100 CV=0.7 | time=  6.45s | IPM=  224 | Solved | ETA 15.4h
[  1.9% 127/6600] CV-SDP S2-Illum MC 56/100 CV=0.8 | time=  1.14s | IPM=  112 | Solved | ETA 15.3h
[  1.9% 128/6600] Direct S2-Illum MC 56/100 CV=0.8 | time=  6.22s | IPM=  211 | Solved | ETA 15.4h
[  2.0% 129/6600] CV-SDP S2-Illum MC 56/100 CV=0.9 | time=  1.21s | IPM=  110 | Solved | ETA 15.3h
[  2.0% 130/6600] Direct S2-Illum MC 56/100 CV=0.9 | time=  6.29s | IPM=  207 | Solved | ETA 15.4h
[  2.0% 131/6600] CV-SDP S2-Illum MC 56/100 CV=1.0 | time=  1.23s | IPM=  108 | Solved | ETA 15.3h
[  2.0% 132/6600] Direct S2-Illum MC 56/100 CV=1.0 | time=  6.43s | IPM=  196 | Solved | ETA 15.3h
Scenario 2/3: S3 More Targets
  N_T=4, N=16, L=6, Q=1.25, P_des=0.90 Pmax/N
[  2.0% 133/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.0 | time=  3.11s | IPM=  177 | Solved | ETA 15.3h
[  2.0% 134/6600] Direct S3-Tgts  MC 51/100 CV=0.0 | time= 14.31s | IPM=  275 | Solved | ETA 15.5h
[  2.0% 135/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.1 | time=  1.55s | IPM=   99 | Solved | ETA 15.5h
[  2.1% 136/6600] Direct S3-Tgts  MC 51/100 CV=0.1 | time= 31.86s | IPM=  596 | Solved | ETA 16.1h
[  2.1% 137/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.2 | time=  1.58s | IPM=   95 | Solved | ETA 16.0h
[  2.1% 138/6600] Direct S3-Tgts  MC 51/100 CV=0.2 | time= 16.68s | IPM=  325 | Solved | ETA 16.3h
[  2.1% 139/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.3 | time=  1.56s | IPM=   92 | Solved | ETA 16.2h
[  2.1% 140/6600] Direct S3-Tgts  MC 51/100 CV=0.3 | time= 15.35s | IPM=  353 | Solved | ETA 16.5h
[  2.1% 141/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.4 | time=  1.51s | IPM=   92 | Solved | ETA 16.4h
[  2.2% 142/6600] Direct S3-Tgts  MC 51/100 CV=0.4 | time= 13.90s | IPM=  307 | Solved | ETA 16.7h
[  2.2% 143/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.5 | time=  1.84s | IPM=  115 | Solved | ETA 16.6h
[  2.2% 144/6600] Direct S3-Tgts  MC 51/100 CV=0.5 | time= 10.19s | IPM=  228 | Solved | ETA 16.7h
[  2.2% 145/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.6 | time=  1.90s | IPM=  120 | Solved | ETA 16.7h
[  2.2% 146/6600] Direct S3-Tgts  MC 51/100 CV=0.6 | time=  9.30s | IPM=  198 | Solved | ETA 16.8h
[  2.2% 147/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.7 | time=  1.94s | IPM=  124 | Solved | ETA 16.7h
[  2.2% 148/6600] Direct S3-Tgts  MC 51/100 CV=0.7 | time=  9.02s | IPM=  176 | Solved | ETA 16.8h
[  2.3% 149/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.8 | time=  2.20s | IPM=  137 | Solved | ETA 16.8h
[  2.3% 150/6600] Direct S3-Tgts  MC 51/100 CV=0.8 | time=  9.23s | IPM=  196 | Solved | ETA 16.9h
[  2.3% 151/6600] CV-SDP S3-Tgts  MC 51/100 CV=0.9 | time=  2.47s | IPM=  125 | Solved | ETA 16.8h
[  2.3% 152/6600] Direct S3-Tgts  MC 51/100 CV=0.9 | time=  9.12s | IPM=  194 | Solved | ETA 16.9h
[  2.3% 153/6600] CV-SDP S3-Tgts  MC 51/100 CV=1.0 | time=  1.95s | IPM=  121 | Solved | ETA 16.9h
[  2.3% 154/6600] Direct S3-Tgts  MC 51/100 CV=1.0 | time=  8.43s | IPM=  174 | Solved | ETA 17.0h
[  2.3% 155/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.0 | time=  2.54s | IPM=  170 | Solved | ETA 16.9h
[  2.4% 156/6600] Direct S3-Tgts  MC 52/100 CV=0.0 | time= 16.89s | IPM=  435 | Inaccurate/Solved | ETA 17.2h
[  2.4% 157/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.1 | time=  1.72s | IPM=  105 | Solved | ETA 17.1h
[  2.4% 158/6600] Direct S3-Tgts  MC 52/100 CV=0.1 | time= 21.57s | IPM=  451 | Solved | ETA 17.5h
[  2.4% 159/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.2 | time=  1.68s | IPM=  103 | Solved | ETA 17.4h
[  2.4% 160/6600] Direct S3-Tgts  MC 52/100 CV=0.2 | time= 14.68s | IPM=  329 | Solved | ETA 17.6h
[  2.4% 161/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.3 | time=  1.72s | IPM=  107 | Solved | ETA 17.5h
[  2.5% 162/6600] Direct S3-Tgts  MC 52/100 CV=0.3 | time= 14.61s | IPM=  326 | Solved | ETA 17.8h
[  2.5% 163/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.4 | time=  1.58s | IPM=   95 | Solved | ETA 17.7h
[  2.5% 164/6600] Direct S3-Tgts  MC 52/100 CV=0.4 | time=  9.55s | IPM=  211 | Solved | ETA 17.8h
[  2.5% 165/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.5 | time=  1.86s | IPM=  115 | Solved | ETA 17.7h
[  2.5% 166/6600] Direct S3-Tgts  MC 52/100 CV=0.5 | time=  9.03s | IPM=  193 | Solved | ETA 17.8h
[  2.5% 167/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.6 | time=  1.82s | IPM=  116 | Solved | ETA 17.7h
[  2.5% 168/6600] Direct S3-Tgts  MC 52/100 CV=0.6 | time=  8.99s | IPM=  192 | Solved | ETA 17.8h
[  2.6% 169/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.7 | time=  2.04s | IPM=  119 | Solved | ETA 17.7h
[  2.6% 170/6600] Direct S3-Tgts  MC 52/100 CV=0.7 | time=  8.80s | IPM=  183 | Solved | ETA 17.8h
[  2.6% 171/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.8 | time=  1.80s | IPM=  112 | Solved | ETA 17.8h
[  2.6% 172/6600] Direct S3-Tgts  MC 52/100 CV=0.8 | time=  8.88s | IPM=  187 | Solved | ETA 17.8h
[  2.6% 173/6600] CV-SDP S3-Tgts  MC 52/100 CV=0.9 | time=  1.85s | IPM=  116 | Solved | ETA 17.8h
[  2.6% 174/6600] Direct S3-Tgts  MC 52/100 CV=0.9 | time=  8.69s | IPM=  186 | Solved | ETA 17.8h
[  2.7% 175/6600] CV-SDP S3-Tgts  MC 52/100 CV=1.0 | time=  1.80s | IPM=  112 | Solved | ETA 17.8h
[  2.7% 176/6600] Direct S3-Tgts  MC 52/100 CV=1.0 | time=  8.73s | IPM=  186 | Solved | ETA 17.8h
[  2.7% 177/6600] CV-SDP S3-Tgts  MC 53/100 CV=0.0 | time=  2.64s | IPM=  180 | Solved | ETA 17.8h
[  2.7% 178/6600] Direct S3-Tgts  MC 53/100 CV=0.0 | time=  6.50s | IPM=  161 | Failed | ETA 17.8h
[  2.7% 179/6600] CV-SDP S3-Tgts  MC 53/100 CV=0.1 | time=  1.73s | IPM=  110 | Solved | ETA 17.8h
[  2.7% 180/6600] Direct S3-Tgts  MC 53/100 CV=0.1 | time= 17.82s | IPM=  390 | Solved | ETA 18.0h
[  2.7% 181/6600] CV-SDP S3-Tgts  MC 53/100 CV=0.2 | time=  1.54s | IPM=   91 | Solved | ETA 17.9h
[  2.8% 182/6600] Direct S3-Tgts  MC 53/100 CV=0.2 | time= 14.08s | IPM=  303 | Solved | ETA 18.1h
[  2.8% 183/6600] CV-SDP S3-Tgts  MC 53/100 CV=0.3 | time=  1.45s | IPM=   84 | Solved | ETA 18.0h
[  2.8% 184/6600] Direct S3-Tgts  MC 53/100 CV=0.3 | time= 14.47s | IPM=  320 | Solved | ETA 18.2h
[  2.8% 185/6600] CV-SDP S3-Tgts  MC 53/100 CV=0.4 | time=  1.45s | IPM=   86 | Solved | ETA 18.1h
[  2.8% 186/6600] Direct S3-Tgts  MC 53/100 CV=0.4 | time= 14.35s | IPM=  315 | Solved | ETA 18.3h
[  2.8% 187/6600] CV-SDP S3-Tgts  MC 53/100 CV=0.5 | time=  1.47s | IPM=   88 | Solved | ETA 18.2h
[  2.8% 188/6600] Direct S3-Tgts  MC 53/100 CV=0.5 | time=  8.83s | IPM=  180 | Solved | ETA 18.3h
[  2.9% 189/6600] CV-SDP S3-Tgts  MC 53/100 CV=0.6 | time=  1.84s | IPM=  115 | Solved | ETA 18.2h
[  2.9% 190/6600] Direct S3-Tgts  MC 53/100 CV=0.6 | time=  8.50s | IPM=  179 | Solved | ETA 18.3h
