[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=100, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.0%   1/6600] CV-SDP S2-Illum MC 20/100 CV=0.0 | time=  3.99s | IPM=  221 | Solved | ETA 11.7h
[  0.2%  13/6600] CV-SDP S2-Illum MC 20/100 CV=0.6 | time=  1.20s | IPM=  118 | Solved | ETA 16.1h
[  0.2%  14/6600] Direct S2-Illum MC 20/100 CV=0.6 | time=  6.63s | IPM=  230 | Solved | ETA 16.7h
[  0.2%  15/6600] CV-SDP S2-Illum MC 20/100 CV=0.7 | time=  1.39s | IPM=  150 | Solved | ETA 15.9h
[  0.2%  16/6600] Direct S2-Illum MC 20/100 CV=0.7 | time=  6.39s | IPM=  221 | Solved | ETA 16.4h
[  0.3%  17/6600] CV-SDP S2-Illum MC 20/100 CV=0.8 | time=  1.45s | IPM=  149 | Solved | ETA 15.7h
[  0.3%  18/6600] Direct S2-Illum MC 20/100 CV=0.8 | time=  6.27s | IPM=  215 | Solved | ETA 16.1h
[  0.3%  19/6600] CV-SDP S2-Illum MC 20/100 CV=0.9 | time=  1.36s | IPM=  142 | Solved | ETA 15.5h
[  0.3%  20/6600] Direct S2-Illum MC 20/100 CV=0.9 | time=  6.13s | IPM=  203 | Solved | ETA 15.9h
[  0.3%  21/6600] CV-SDP S2-Illum MC 20/100 CV=1.0 | time=  1.38s | IPM=  141 | Solved | ETA 15.4h
[  0.3%  22/6600] Direct S2-Illum MC 20/100 CV=1.0 | time=  5.78s | IPM=  191 | Solved | ETA 15.6h
[  0.3%  23/6600] CV-SDP S2-Illum MC 21/100 CV=0.0 | time=  1.86s | IPM=  210 | Solved | ETA 15.2h
[  0.4%  24/6600] Direct S2-Illum MC 21/100 CV=0.0 | time=  1.94s | IPM=   45 | Infeasible | ETA 14.9h
[  0.4%  25/6600] CV-SDP S2-Illum MC 21/100 CV=0.1 | time=  1.14s | IPM=  115 | Solved | ETA 14.5h
[  0.4%  26/6600] Direct S2-Illum MC 21/100 CV=0.1 | time=  9.89s | IPM=  352 | Solved | ETA 15.3h
[  0.4%  27/6600] CV-SDP S2-Illum MC 21/100 CV=0.2 | time=  1.22s | IPM=  115 | Solved | ETA 14.9h
[  0.4%  28/6600] Direct S2-Illum MC 21/100 CV=0.2 | time= 11.04s | IPM=  365 | Solved | ETA 15.8h
[  0.4%  29/6600] CV-SDP S2-Illum MC 21/100 CV=0.3 | time=  1.23s | IPM=  113 | Solved | ETA 15.4h
[  0.5%  30/6600] Direct S2-Illum MC 21/100 CV=0.3 | time= 10.93s | IPM=  369 | Solved | ETA 16.2h
[  0.5%  31/6600] CV-SDP S2-Illum MC 21/100 CV=0.4 | time=  1.21s | IPM=  113 | Solved | ETA 15.8h
[  0.5%  32/6600] Direct S2-Illum MC 21/100 CV=0.4 | time=  6.73s | IPM=  216 | Solved | ETA 16.1h
[  0.5%  33/6600] CV-SDP S2-Illum MC 21/100 CV=0.5 | time=  1.20s | IPM=  109 | Solved | ETA 15.8h
[  0.5%  34/6600] Direct S2-Illum MC 21/100 CV=0.5 | time=  6.99s | IPM=  225 | Solved | ETA 16.0h
[  0.5%  35/6600] CV-SDP S2-Illum MC 21/100 CV=0.6 | time=  1.20s | IPM=  106 | Solved | ETA 15.7h
[  0.5%  36/6600] Direct S2-Illum MC 21/100 CV=0.6 | time=  7.31s | IPM=  230 | Solved | ETA 16.0h
[  0.6%  37/6600] CV-SDP S2-Illum MC 21/100 CV=0.7 | time=  1.28s | IPM=  119 | Solved | ETA 15.7h
[  0.6%  38/6600] Direct S2-Illum MC 21/100 CV=0.7 | time=  6.72s | IPM=  216 | Solved | ETA 15.9h
[  0.6%  39/6600] CV-SDP S2-Illum MC 21/100 CV=0.8 | time=  1.28s | IPM=  110 | Solved | ETA 15.6h
[  0.6%  40/6600] Direct S2-Illum MC 21/100 CV=0.8 | time=  6.67s | IPM=  210 | Solved | ETA 15.8h
[  0.6%  41/6600] CV-SDP S2-Illum MC 21/100 CV=0.9 | time=  1.14s | IPM=  102 | Solved | ETA 15.5h
[  0.6%  42/6600] Direct S2-Illum MC 21/100 CV=0.9 | time=  6.49s | IPM=  204 | Solved | ETA 15.7h
[  0.7%  43/6600] CV-SDP S2-Illum MC 21/100 CV=1.0 | time=  1.15s | IPM=  102 | Solved | ETA 15.5h
[  0.7%  44/6600] Direct S2-Illum MC 21/100 CV=1.0 | time=  6.30s | IPM=  190 | Solved | ETA 15.6h
[  0.7%  45/6600] CV-SDP S2-Illum MC 22/100 CV=0.0 | time=  1.70s | IPM=  183 | Solved | ETA 15.4h
[  0.7%  46/6600] Direct S2-Illum MC 22/100 CV=0.0 | time=  1.85s | IPM=   37 | Infeasible | ETA 15.2h
[  0.7%  47/6600] CV-SDP S2-Illum MC 22/100 CV=0.1 | time=  1.06s | IPM=   94 | Solved | ETA 15.0h
[  0.7%  48/6600] Direct S2-Illum MC 22/100 CV=0.1 | time= 10.12s | IPM=  323 | Solved | ETA 15.4h
[  0.7%  49/6600] CV-SDP S2-Illum MC 22/100 CV=0.2 | time=  1.26s | IPM=  117 | Solved | ETA 15.2h
[  0.8%  50/6600] Direct S2-Illum MC 22/100 CV=0.2 | time= 10.42s | IPM=  351 | Solved | ETA 15.7h
[  0.8%  51/6600] CV-SDP S2-Illum MC 22/100 CV=0.3 | time=  1.22s | IPM=  116 | Solved | ETA 15.4h
[  0.8%  52/6600] Direct S2-Illum MC 22/100 CV=0.3 | time= 10.77s | IPM=  373 | Solved | ETA 15.9h
[  0.8%  53/6600] CV-SDP S2-Illum MC 22/100 CV=0.4 | time=  1.26s | IPM=  118 | Solved | ETA 15.7h
[  0.8%  54/6600] Direct S2-Illum MC 22/100 CV=0.4 | time= 10.56s | IPM=  357 | Solved | ETA 16.1h
[  0.8%  55/6600] CV-SDP S2-Illum MC 22/100 CV=0.5 | time=  1.23s | IPM=  117 | Solved | ETA 15.9h
[  0.8%  56/6600] Direct S2-Illum MC 22/100 CV=0.5 | time=  7.08s | IPM=  240 | Solved | ETA 16.1h
[  0.9%  57/6600] CV-SDP S2-Illum MC 22/100 CV=0.6 | time=  1.26s | IPM=  119 | Solved | ETA 15.8h
[  0.9%  58/6600] Direct S2-Illum MC 22/100 CV=0.6 | time=  6.84s | IPM=  232 | Solved | ETA 16.0h
[  0.9%  59/6600] CV-SDP S2-Illum MC 22/100 CV=0.7 | time=  1.23s | IPM=  117 | Solved | ETA 15.8h
[  0.9%  60/6600] Direct S2-Illum MC 22/100 CV=0.7 | time=  6.73s | IPM=  224 | Solved | ETA 15.9h
[  0.9%  61/6600] CV-SDP S2-Illum MC 22/100 CV=0.8 | time=  1.21s | IPM=  112 | Solved | ETA 15.8h
[  0.9%  62/6600] Direct S2-Illum MC 22/100 CV=0.8 | time=  6.49s | IPM=  210 | Solved | ETA 15.9h
[  1.0%  63/6600] CV-SDP S2-Illum MC 22/100 CV=0.9 | time=  1.20s | IPM=  107 | Solved | ETA 15.7h
[  1.0%  64/6600] Direct S2-Illum MC 22/100 CV=0.9 | time=  6.44s | IPM=  205 | Solved | ETA 15.8h
[  1.0%  65/6600] CV-SDP S2-Illum MC 22/100 CV=1.0 | time=  1.20s | IPM=  119 | Solved | ETA 15.6h
[  1.0%  66/6600] Direct S2-Illum MC 22/100 CV=1.0 | time=  6.42s | IPM=  191 | Solved | ETA 15.8h
[  1.0%  67/6600] CV-SDP S2-Illum MC 23/100 CV=0.0 | time=  2.15s | IPM=  230 | Solved | ETA 15.6h
[  1.0%  68/6600] Direct S2-Illum MC 23/100 CV=0.0 | time=  2.28s | IPM=   57 | Failed | ETA 15.5h
[  1.0%  69/6600] CV-SDP S2-Illum MC 23/100 CV=0.1 | time=  1.39s | IPM=  126 | Solved | ETA 15.4h
[  1.1%  70/6600] Direct S2-Illum MC 23/100 CV=0.1 | time=  9.99s | IPM=  331 | Solved | ETA 15.7h
[  1.1%  71/6600] CV-SDP S2-Illum MC 23/100 CV=0.2 | time=  1.28s | IPM=  123 | Solved | ETA 15.5h
[  1.1%  72/6600] Direct S2-Illum MC 23/100 CV=0.2 | time= 10.10s | IPM=  335 | Solved | ETA 15.8h
[  1.1%  73/6600] CV-SDP S2-Illum MC 23/100 CV=0.3 | time=  1.32s | IPM=  121 | Solved | ETA 15.6h
[  1.1%  74/6600] Direct S2-Illum MC 23/100 CV=0.3 | time= 18.37s | IPM=  633 | Solved | ETA 16.3h
[  1.1%  75/6600] CV-SDP S2-Illum MC 23/100 CV=0.4 | time=  1.31s | IPM=  124 | Solved | ETA 16.2h
[  1.2%  76/6600] Direct S2-Illum MC 23/100 CV=0.4 | time= 10.42s | IPM=  345 | Solved | ETA 16.5h
[  1.2%  77/6600] CV-SDP S2-Illum MC 23/100 CV=0.5 | time=  1.22s | IPM=  123 | Solved | ETA 16.3h
[  1.2%  78/6600] Direct S2-Illum MC 23/100 CV=0.5 | time=  6.91s | IPM=  250 | Solved | ETA 16.4h
[  1.2%  79/6600] CV-SDP S2-Illum MC 23/100 CV=0.6 | time=  1.27s | IPM=  126 | Solved | ETA 16.3h
[  1.2%  80/6600] Direct S2-Illum MC 23/100 CV=0.6 | time=  6.60s | IPM=  236 | Solved | ETA 16.4h
[  1.2%  81/6600] CV-SDP S2-Illum MC 23/100 CV=0.7 | time=  1.44s | IPM=  153 | Solved | ETA 16.2h
[  1.2%  82/6600] Direct S2-Illum MC 23/100 CV=0.7 | time=  6.43s | IPM=  225 | Solved | ETA 16.3h
[  1.3%  83/6600] CV-SDP S2-Illum MC 23/100 CV=0.8 | time=  1.46s | IPM=  142 | Solved | ETA 16.2h
[  1.3%  84/6600] Direct S2-Illum MC 23/100 CV=0.8 | time=  6.31s | IPM=  215 | Solved | ETA 16.2h
[  1.3%  85/6600] CV-SDP S2-Illum MC 23/100 CV=0.9 | time=  1.34s | IPM=  134 | Solved | ETA 16.1h
[  1.3%  86/6600] Direct S2-Illum MC 23/100 CV=0.9 | time=  6.19s | IPM=  207 | Solved | ETA 16.2h
[  1.3%  87/6600] CV-SDP S2-Illum MC 23/100 CV=1.0 | time=  1.36s | IPM=  139 | Solved | ETA 16.0h
[  1.3%  88/6600] Direct S2-Illum MC 23/100 CV=1.0 | time=  5.86s | IPM=  196 | Solved | ETA 16.1h
[  1.3%  89/6600] CV-SDP S2-Illum MC 24/100 CV=0.0 | time=  1.57s | IPM=  173 | Solved | ETA 16.0h
[  1.4%  90/6600] Direct S2-Illum MC 24/100 CV=0.0 | time=  2.08s | IPM=   54 | Infeasible | ETA 15.9h
[  1.4%  91/6600] CV-SDP S2-Illum MC 24/100 CV=0.1 | time=  1.13s | IPM=  110 | Solved | ETA 15.8h
[  1.4%  92/6600] Direct S2-Illum MC 24/100 CV=0.1 | time=  9.32s | IPM=  323 | Solved | ETA 15.9h
[  1.4%  93/6600] CV-SDP S2-Illum MC 24/100 CV=0.2 | time=  0.92s | IPM=   85 | Solved | ETA 15.8h
[  1.4%  94/6600] Direct S2-Illum MC 24/100 CV=0.2 | time=  9.97s | IPM=  349 | Solved | ETA 16.0h
[  1.4%  95/6600] CV-SDP S2-Illum MC 24/100 CV=0.3 | time=  1.13s | IPM=  112 | Solved | ETA 15.9h
[  1.5%  96/6600] Direct S2-Illum MC 24/100 CV=0.3 | time= 10.27s | IPM=  370 | Solved | ETA 16.1h
[  1.5%  97/6600] CV-SDP S2-Illum MC 24/100 CV=0.4 | time=  1.14s | IPM=  107 | Solved | ETA 16.0h
[  1.5%  98/6600] Direct S2-Illum MC 24/100 CV=0.4 | time= 10.09s | IPM=  350 | Solved | ETA 16.2h
[  1.5%  99/6600] CV-SDP S2-Illum MC 24/100 CV=0.5 | time=  1.16s | IPM=  104 | Solved | ETA 16.1h
[  1.5% 100/6600] Direct S2-Illum MC 24/100 CV=0.5 | time=  6.98s | IPM=  230 | Solved | ETA 16.2h
[  1.5% 101/6600] CV-SDP S2-Illum MC 24/100 CV=0.6 | time=  1.19s | IPM=  102 | Solved | ETA 16.0h
[  1.5% 102/6600] Direct S2-Illum MC 24/100 CV=0.6 | time=  6.95s | IPM=  230 | Solved | ETA 16.1h
[  1.6% 103/6600] CV-SDP S2-Illum MC 24/100 CV=0.7 | time=  1.18s | IPM=  106 | Solved | ETA 16.0h
[  1.6% 104/6600] Direct S2-Illum MC 24/100 CV=0.7 | time=  6.69s | IPM=  221 | Solved | ETA 16.1h
[  1.6% 105/6600] CV-SDP S2-Illum MC 24/100 CV=0.8 | time=  1.19s | IPM=  110 | Solved | ETA 16.0h
[  1.6% 106/6600] Direct S2-Illum MC 24/100 CV=0.8 | time=  6.68s | IPM=  218 | Solved | ETA 16.0h
[  1.6% 107/6600] CV-SDP S2-Illum MC 24/100 CV=0.9 | time=  1.19s | IPM=  107 | Solved | ETA 15.9h
[  1.6% 108/6600] Direct S2-Illum MC 24/100 CV=0.9 | time=  6.52s | IPM=  205 | Solved | ETA 16.0h
[  1.7% 109/6600] CV-SDP S2-Illum MC 24/100 CV=1.0 | time=  1.15s | IPM=  101 | Solved | ETA 15.9h
[  1.7% 110/6600] Direct S2-Illum MC 24/100 CV=1.0 | time=  6.40s | IPM=  199 | Solved | ETA 15.9h
[  1.7% 111/6600] CV-SDP S2-Illum MC 25/100 CV=0.0 | time=  1.70s | IPM=  184 | Solved | ETA 15.9h
[  1.7% 112/6600] Direct S2-Illum MC 25/100 CV=0.0 | time=  1.83s | IPM=   37 | Infeasible | ETA 15.8h
[  1.7% 113/6600] CV-SDP S2-Illum MC 25/100 CV=0.1 | time=  1.28s | IPM=  121 | Solved | ETA 15.7h
[  1.7% 114/6600] Direct S2-Illum MC 25/100 CV=0.1 | time= 10.14s | IPM=  335 | Solved | ETA 15.9h
[  1.7% 115/6600] CV-SDP S2-Illum MC 25/100 CV=0.2 | time=  1.25s | IPM=  119 | Solved | ETA 15.8h
[  1.8% 116/6600] Direct S2-Illum MC 25/100 CV=0.2 | time= 10.57s | IPM=  354 | Solved | ETA 15.9h
[  1.8% 117/6600] CV-SDP S2-Illum MC 25/100 CV=0.3 | time=  1.24s | IPM=  117 | Solved | ETA 15.8h
[  1.8% 118/6600] Direct S2-Illum MC 25/100 CV=0.3 | time= 11.02s | IPM=  384 | Solved | ETA 16.0h
[  1.8% 119/6600] CV-SDP S2-Illum MC 25/100 CV=0.4 | time=  1.21s | IPM=  112 | Solved | ETA 15.9h
[  1.8% 120/6600] Direct S2-Illum MC 25/100 CV=0.4 | time=  9.83s | IPM=  332 | Solved | ETA 16.1h
[  1.8% 121/6600] CV-SDP S2-Illum MC 25/100 CV=0.5 | time=  1.19s | IPM=  116 | Solved | ETA 16.0h
[  1.8% 122/6600] Direct S2-Illum MC 25/100 CV=0.5 | time=  6.48s | IPM=  230 | Solved | ETA 16.1h
[  1.9% 123/6600] CV-SDP S2-Illum MC 25/100 CV=0.6 | time=  1.21s | IPM=  120 | Solved | ETA 16.0h
[  1.9% 124/6600] Direct S2-Illum MC 25/100 CV=0.6 | time=  6.75s | IPM=  230 | Solved | ETA 16.0h
[  1.9% 125/6600] CV-SDP S2-Illum MC 25/100 CV=0.7 | time=  1.27s | IPM=  118 | Solved | ETA 15.9h
[  1.9% 126/6600] Direct S2-Illum MC 25/100 CV=0.7 | time=  8.13s | IPM=  220 | Solved | ETA 16.0h
[  1.9% 127/6600] CV-SDP S2-Illum MC 25/100 CV=0.8 | time=  1.24s | IPM=  116 | Solved | ETA 15.9h
[  1.9% 128/6600] Direct S2-Illum MC 25/100 CV=0.8 | time=  8.22s | IPM=  216 | Solved | ETA 16.0h
[  2.0% 129/6600] CV-SDP S2-Illum MC 25/100 CV=0.9 | time=  1.56s | IPM=  113 | Solved | ETA 15.9h
[  2.0% 130/6600] Direct S2-Illum MC 25/100 CV=0.9 | time=  6.50s | IPM=  205 | Solved | ETA 16.0h
[  2.0% 131/6600] CV-SDP S2-Illum MC 25/100 CV=1.0 | time=  1.19s | IPM=  106 | Solved | ETA 15.9h
[  2.0% 132/6600] Direct S2-Illum MC 25/100 CV=1.0 | time=  6.15s | IPM=  192 | Solved | ETA 15.9h
Scenario 2/3: S3 More Targets
  N_T=4, N=16, L=6, Q=1.25, P_des=0.90 Pmax/N
[  2.0% 133/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.0 | time=  2.94s | IPM=  176 | Solved | ETA 15.9h
[  2.0% 134/6600] Direct S3-Tgts  MC 20/100 CV=0.0 | time= 11.67s | IPM=  289 | Solved | ETA 16.1h
[  2.0% 135/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.1 | time=  1.50s | IPM=   96 | Solved | ETA 16.0h
[  2.1% 136/6600] Direct S3-Tgts  MC 20/100 CV=0.1 | time= 23.61s | IPM=  560 | Solved | ETA 16.6h
[  2.1% 137/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.2 | time=  1.56s | IPM=   99 | Solved | ETA 16.5h
[  2.1% 138/6600] Direct S3-Tgts  MC 20/100 CV=0.2 | time= 14.06s | IPM=  326 | Solved | ETA 16.7h
[  2.1% 139/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.3 | time=  1.60s | IPM=   96 | Solved | ETA 16.6h
[  2.1% 140/6600] Direct S3-Tgts  MC 20/100 CV=0.3 | time= 13.75s | IPM=  293 | Solved | ETA 16.9h
[  2.1% 141/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.4 | time=  1.49s | IPM=   86 | Solved | ETA 16.8h
[  2.2% 142/6600] Direct S3-Tgts  MC 20/100 CV=0.4 | time= 14.62s | IPM=  296 | Solved | ETA 17.0h
[  2.2% 143/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.5 | time=  1.75s | IPM=  107 | Solved | ETA 16.9h
[  2.2% 144/6600] Direct S3-Tgts  MC 20/100 CV=0.5 | time=  8.45s | IPM=  176 | Solved | ETA 17.0h
[  2.2% 145/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.6 | time=  1.73s | IPM=  107 | Solved | ETA 17.0h
[  2.2% 146/6600] Direct S3-Tgts  MC 20/100 CV=0.6 | time=  8.61s | IPM=  175 | Solved | ETA 17.1h
[  2.2% 147/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.7 | time=  1.70s | IPM=  110 | Solved | ETA 17.0h
[  2.2% 148/6600] Direct S3-Tgts  MC 20/100 CV=0.7 | time=  8.41s | IPM=  170 | Solved | ETA 17.1h
[  2.3% 149/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.8 | time=  1.88s | IPM=  109 | Solved | ETA 17.0h
[  2.3% 150/6600] Direct S3-Tgts  MC 20/100 CV=0.8 | time=  9.44s | IPM=  170 | Solved | ETA 17.1h
[  2.3% 151/6600] CV-SDP S3-Tgts  MC 20/100 CV=0.9 | time=  1.81s | IPM=  110 | Solved | ETA 17.0h
[  2.3% 152/6600] Direct S3-Tgts  MC 20/100 CV=0.9 | time=  8.47s | IPM=  170 | Solved | ETA 17.1h
[  2.3% 153/6600] CV-SDP S3-Tgts  MC 20/100 CV=1.0 | time=  1.75s | IPM=  105 | Solved | ETA 17.0h
[  2.3% 154/6600] Direct S3-Tgts  MC 20/100 CV=1.0 | time=  8.38s | IPM=  169 | Solved | ETA 17.1h
[  2.3% 155/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.0 | time=  2.81s | IPM=  181 | Solved | ETA 17.1h
[  2.4% 156/6600] Direct S3-Tgts  MC 21/100 CV=0.0 | time= 14.39s | IPM=  357 | Solved | ETA 17.3h
[  2.4% 157/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.1 | time=  1.62s | IPM=   96 | Solved | ETA 17.2h
[  2.4% 158/6600] Direct S3-Tgts  MC 21/100 CV=0.1 | time= 19.95s | IPM=  452 | Solved | ETA 17.6h
[  2.4% 159/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.2 | time=  1.63s | IPM=  100 | Solved | ETA 17.5h
[  2.4% 160/6600] Direct S3-Tgts  MC 21/100 CV=0.2 | time= 14.96s | IPM=  334 | Solved | ETA 17.7h
[  2.4% 161/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.3 | time=  1.65s | IPM=  101 | Solved | ETA 17.6h
[  2.5% 162/6600] Direct S3-Tgts  MC 21/100 CV=0.3 | time= 13.63s | IPM=  301 | Solved | ETA 17.8h
[  2.5% 163/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.4 | time=  1.97s | IPM=  133 | Solved | ETA 17.7h
[  2.5% 164/6600] Direct S3-Tgts  MC 21/100 CV=0.4 | time=  8.41s | IPM=  189 | Solved | ETA 17.8h
[  2.5% 165/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.5 | time=  1.80s | IPM=  120 | Solved | ETA 17.7h
[  2.5% 166/6600] Direct S3-Tgts  MC 21/100 CV=0.5 | time=  8.45s | IPM=  189 | Solved | ETA 17.8h
[  2.5% 167/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.6 | time=  1.74s | IPM=  116 | Solved | ETA 17.7h
[  2.5% 168/6600] Direct S3-Tgts  MC 21/100 CV=0.6 | time=  8.41s | IPM=  186 | Solved | ETA 17.8h
[  2.6% 169/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.7 | time=  1.78s | IPM=  117 | Solved | ETA 17.7h
[  2.6% 170/6600] Direct S3-Tgts  MC 21/100 CV=0.7 | time=  8.26s | IPM=  181 | Solved | ETA 17.8h
[  2.6% 171/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.8 | time=  1.73s | IPM=  116 | Solved | ETA 17.7h
[  2.6% 172/6600] Direct S3-Tgts  MC 21/100 CV=0.8 | time=  8.36s | IPM=  185 | Solved | ETA 17.8h
[  2.6% 173/6600] CV-SDP S3-Tgts  MC 21/100 CV=0.9 | time=  1.99s | IPM=  123 | Solved | ETA 17.8h
[  2.6% 174/6600] Direct S3-Tgts  MC 21/100 CV=0.9 | time=  8.78s | IPM=  184 | Solved | ETA 17.8h
[  2.7% 175/6600] CV-SDP S3-Tgts  MC 21/100 CV=1.0 | time=  1.70s | IPM=  102 | Solved | ETA 17.8h
[  2.7% 176/6600] Direct S3-Tgts  MC 21/100 CV=1.0 | time=  8.66s | IPM=  184 | Solved | ETA 17.8h
[  2.7% 177/6600] CV-SDP S3-Tgts  MC 22/100 CV=0.0 | time=  2.69s | IPM=  179 | Solved | ETA 17.8h
[  2.7% 178/6600] Direct S3-Tgts  MC 22/100 CV=0.0 | time= 11.57s | IPM=  276 | Solved | ETA 17.9h
[  2.7% 179/6600] CV-SDP S3-Tgts  MC 22/100 CV=0.1 | time=  1.76s | IPM=  108 | Solved | ETA 17.8h
[  2.7% 180/6600] Direct S3-Tgts  MC 22/100 CV=0.1 | time= 15.63s | IPM=  357 | Solved | ETA 18.0h
[  2.7% 181/6600] CV-SDP S3-Tgts  MC 22/100 CV=0.2 | time=  1.62s | IPM=  101 | Solved | ETA 18.0h
[  2.8% 182/6600] Direct S3-Tgts  MC 22/100 CV=0.2 | time= 18.47s | IPM=  400 | Solved | ETA 18.2h
[  2.8% 183/6600] CV-SDP S3-Tgts  MC 22/100 CV=0.3 | time=  1.70s | IPM=  103 | Solved | ETA 18.2h
[  2.8% 184/6600] Direct S3-Tgts  MC 22/100 CV=0.3 | time= 14.43s | IPM=  319 | Solved | ETA 18.3h
[  2.8% 185/6600] CV-SDP S3-Tgts  MC 22/100 CV=0.4 | time=  1.63s | IPM=   97 | Solved | ETA 18.3h
[  2.8% 186/6600] Direct S3-Tgts  MC 22/100 CV=0.4 | time= 13.67s | IPM=  298 | Solved | ETA 18.4h
[  2.8% 187/6600] CV-SDP S3-Tgts  MC 22/100 CV=0.5 | time=  1.92s | IPM=  118 | Solved | ETA 18.4h
[  2.8% 188/6600] Direct S3-Tgts  MC 22/100 CV=0.5 | time=  8.96s | IPM=  190 | Solved | ETA 18.4h
[  2.9% 189/6600] CV-SDP S3-Tgts  MC 22/100 CV=0.6 | time=  1.92s | IPM=  120 | Solved | ETA 18.4h
[  2.9% 190/6600] Direct S3-Tgts  MC 22/100 CV=0.6 | time=  9.82s | IPM=  225 | Solved | ETA 18.5h
