[Warning: OpenGL Startup options will be removed in a future release.] 
[Warning: Function narginchk has the same name as a MATLAB built-in. We suggest
you rename the function to avoid a potential name conflict.] 
[> In path (line 109)
In addpath (line 96)] 
============================================================
  CV Stress-Axis Diagnostic: CV-SDP vs Direct PSLR SCA
============================================================
  MC=100, CV grid=[0         0.1         0.2         0.3         0.4         0.5         0.6         0.7         0.8         0.9           1]
  Scenarios: S2 Higher Illumination, S3 More Targets, S4 Joint Stress
  N_T is fixed at 4 for all scenarios.
  Timed runs are quiet; solver-log replay is used for total IPM iterations.
------------------------------------------------------------
Scenario 1/3: S2 Higher Illumination
  N_T=4, N=16, L=4, Q=1.00, P_des=1.10 Pmax/N
CVX Warning:
   Models involving "log" or other functions in the log, exp, and entropy
   family are solved using an experimental successive approximation method.
   This method is slower and less reliable than the method CVX employs for
   other models. Please see the section of the user's guide entitled
       <a href="file:////home/wonill/matlab/cvx/doc/advanced.html#the-successive-approximation-method">The successive approximation method</a>
   for more details about the approach, and for instructions on how to
   suppress this warning message in the future.
[  0.0%   1/6600] CV-SDP S2-Illum MC 1/100 CV=0.0 | time=  3.87s | IPM=  218 | Solved | ETA 11.5h
[  1.2%  76/6600] Direct S2-Illum MC 4/100 CV=0.4 | time= 12.32s | IPM=  439 | Solved | ETA 17.1h
[  1.2%  77/6600] CV-SDP S2-Illum MC 4/100 CV=0.5 | time=  1.27s | IPM=  124 | Solved | ETA 16.9h
[  1.2%  78/6600] Direct S2-Illum MC 4/100 CV=0.5 | time=  8.00s | IPM=  287 | Solved | ETA 17.1h
[  1.2%  79/6600] CV-SDP S2-Illum MC 4/100 CV=0.6 | time=  1.28s | IPM=  124 | Solved | ETA 16.9h
[  1.2%  80/6600] Direct S2-Illum MC 4/100 CV=0.6 | time=  7.87s | IPM=  276 | Solved | ETA 17.0h
[  1.2%  81/6600] CV-SDP S2-Illum MC 4/100 CV=0.7 | time=  1.54s | IPM=  155 | Solved | ETA 16.9h
[  1.2%  82/6600] Direct S2-Illum MC 4/100 CV=0.7 | time=  7.66s | IPM=  270 | Solved | ETA 17.0h
[  1.3%  83/6600] CV-SDP S2-Illum MC 4/100 CV=0.8 | time=  1.53s | IPM=  154 | Solved | ETA 16.9h
[  1.3%  84/6600] Direct S2-Illum MC 4/100 CV=0.8 | time=  7.54s | IPM=  258 | Solved | ETA 17.0h
[  1.3%  85/6600] CV-SDP S2-Illum MC 4/100 CV=0.9 | time=  1.42s | IPM=  148 | Solved | ETA 16.9h
[  1.3%  86/6600] Direct S2-Illum MC 4/100 CV=0.9 | time=  7.42s | IPM=  248 | Solved | ETA 17.0h
[  1.3%  87/6600] CV-SDP S2-Illum MC 4/100 CV=1.0 | time=  1.43s | IPM=  146 | Solved | ETA 16.8h
[  1.3%  88/6600] Direct S2-Illum MC 4/100 CV=1.0 | time=  7.02s | IPM=  230 | Solved | ETA 16.9h
[  1.3%  89/6600] CV-SDP S2-Illum MC 5/100 CV=0.0 | time=  1.70s | IPM=  182 | Solved | ETA 16.8h
[  1.4%  90/6600] Direct S2-Illum MC 5/100 CV=0.0 | time=  2.05s | IPM=   48 | Infeasible | ETA 16.7h
[  1.4%  91/6600] CV-SDP S2-Illum MC 5/100 CV=0.1 | time=  1.04s | IPM=   91 | Solved | ETA 16.6h
[  1.4%  92/6600] Direct S2-Illum MC 5/100 CV=0.1 | time= 10.26s | IPM=  334 | Solved | ETA 16.8h
[  1.4%  93/6600] CV-SDP S2-Illum MC 5/100 CV=0.2 | time=  1.12s | IPM=   89 | Solved | ETA 16.6h
[  1.4%  94/6600] Direct S2-Illum MC 5/100 CV=0.2 | time= 10.61s | IPM=  349 | Solved | ETA 16.9h
[  1.4%  95/6600] CV-SDP S2-Illum MC 5/100 CV=0.3 | time=  1.22s | IPM=  114 | Solved | ETA 16.7h
[  1.5%  96/6600] Direct S2-Illum MC 5/100 CV=0.3 | time= 10.64s | IPM=  352 | Solved | ETA 17.0h
[  1.5%  97/6600] CV-SDP S2-Illum MC 5/100 CV=0.4 | time=  1.26s | IPM=  119 | Solved | ETA 16.8h
[  1.5%  98/6600] Direct S2-Illum MC 5/100 CV=0.4 | time=  6.87s | IPM=  231 | Solved | ETA 16.9h
[  1.5%  99/6600] CV-SDP S2-Illum MC 5/100 CV=0.5 | time=  1.26s | IPM=  119 | Solved | ETA 16.8h
[  1.5% 100/6600] Direct S2-Illum MC 5/100 CV=0.5 | time=  7.03s | IPM=  230 | Solved | ETA 16.9h
[  1.5% 101/6600] CV-SDP S2-Illum MC 5/100 CV=0.6 | time=  1.28s | IPM=  123 | Solved | ETA 16.7h
[  1.5% 102/6600] Direct S2-Illum MC 5/100 CV=0.6 | time=  7.08s | IPM=  235 | Solved | ETA 16.8h
[  1.6% 103/6600] CV-SDP S2-Illum MC 5/100 CV=0.7 | time=  1.26s | IPM=  118 | Solved | ETA 16.7h
[  1.6% 104/6600] Direct S2-Illum MC 5/100 CV=0.7 | time=  6.74s | IPM=  225 | Solved | ETA 16.8h
[  1.6% 105/6600] CV-SDP S2-Illum MC 5/100 CV=0.8 | time=  1.26s | IPM=  119 | Solved | ETA 16.7h
[  1.6% 106/6600] Direct S2-Illum MC 5/100 CV=0.8 | time=  6.53s | IPM=  212 | Solved | ETA 16.7h
[  1.6% 107/6600] CV-SDP S2-Illum MC 5/100 CV=0.9 | time=  1.18s | IPM=  110 | Solved | ETA 16.6h
[  1.6% 108/6600] Direct S2-Illum MC 5/100 CV=0.9 | time=  6.82s | IPM=  211 | Solved | ETA 16.7h
[  1.7% 109/6600] CV-SDP S2-Illum MC 5/100 CV=1.0 | time=  1.20s | IPM=  105 | Solved | ETA 16.6h
[  1.7% 110/6600] Direct S2-Illum MC 5/100 CV=1.0 | time=  6.25s | IPM=  196 | Solved | ETA 16.6h
[  1.7% 111/6600] CV-SDP S2-Illum MC 6/100 CV=0.0 | time=  1.74s | IPM=  188 | Solved | ETA 16.5h
[  1.7% 112/6600] Direct S2-Illum MC 6/100 CV=0.0 | time=  2.25s | IPM=   56 | Infeasible | ETA 16.4h
[  1.7% 113/6600] CV-SDP S2-Illum MC 6/100 CV=0.1 | time=  1.10s | IPM=   98 | Solved | ETA 16.3h
[  1.7% 114/6600] Direct S2-Illum MC 6/100 CV=0.1 | time= 10.90s | IPM=  368 | Solved | ETA 16.5h
[  1.7% 115/6600] CV-SDP S2-Illum MC 6/100 CV=0.2 | time=  1.32s | IPM=  125 | Solved | ETA 16.4h
[  1.8% 116/6600] Direct S2-Illum MC 6/100 CV=0.2 | time= 10.39s | IPM=  337 | Solved | ETA 16.6h
[  1.8% 117/6600] CV-SDP S2-Illum MC 6/100 CV=0.3 | time=  1.26s | IPM=  124 | Solved | ETA 16.5h
[  1.8% 118/6600] Direct S2-Illum MC 6/100 CV=0.3 | time= 12.74s | IPM=  453 | Solved | ETA 16.7h
[  1.8% 119/6600] CV-SDP S2-Illum MC 6/100 CV=0.4 | time=  1.30s | IPM=  121 | Solved | ETA 16.6h
[  1.8% 120/6600] Direct S2-Illum MC 6/100 CV=0.4 | time=  8.08s | IPM=  282 | Solved | ETA 16.8h
[  1.8% 121/6600] CV-SDP S2-Illum MC 6/100 CV=0.5 | time=  1.36s | IPM=  120 | Solved | ETA 16.7h
[  1.8% 122/6600] Direct S2-Illum MC 6/100 CV=0.5 | time=  7.96s | IPM=  276 | Solved | ETA 16.8h
[  1.9% 123/6600] CV-SDP S2-Illum MC 6/100 CV=0.6 | time=  1.20s | IPM=  116 | Solved | ETA 16.7h
[  1.9% 124/6600] Direct S2-Illum MC 6/100 CV=0.6 | time=  9.60s | IPM=  276 | Solved | ETA 16.8h
[  1.9% 125/6600] CV-SDP S2-Illum MC 6/100 CV=0.7 | time=  1.45s | IPM=  140 | Solved | ETA 16.7h
[  1.9% 126/6600] Direct S2-Illum MC 6/100 CV=0.7 | time=  7.74s | IPM=  270 | Solved | ETA 16.8h
[  1.9% 127/6600] CV-SDP S2-Illum MC 6/100 CV=0.8 | time=  1.42s | IPM=  146 | Solved | ETA 16.7h
[  1.9% 128/6600] Direct S2-Illum MC 6/100 CV=0.8 | time=  9.46s | IPM=  253 | Solved | ETA 16.8h
[  2.0% 129/6600] CV-SDP S2-Illum MC 6/100 CV=0.9 | time=  1.36s | IPM=  139 | Solved | ETA 16.7h
[  2.0% 130/6600] Direct S2-Illum MC 6/100 CV=0.9 | time=  6.94s | IPM=  246 | Solved | ETA 16.8h
[  2.0% 131/6600] CV-SDP S2-Illum MC 6/100 CV=1.0 | time=  1.36s | IPM=  134 | Solved | ETA 16.7h
[  2.0% 132/6600] Direct S2-Illum MC 6/100 CV=1.0 | time=  8.82s | IPM=  231 | Solved | ETA 16.8h
Scenario 2/3: S3 More Targets
  N_T=4, N=16, L=6, Q=1.25, P_des=0.90 Pmax/N
[  2.0% 133/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.0 | time=  2.79s | IPM=  167 | Solved | ETA 16.7h
[  2.0% 134/6600] Direct S3-Tgts  MC 1/100 CV=0.0 | time= 19.56s | IPM=  459 | Solved | ETA 17.1h
[  2.0% 135/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.1 | time=  1.77s | IPM=  109 | Solved | ETA 17.0h
[  2.1% 136/6600] Direct S3-Tgts  MC 1/100 CV=0.1 | time= 12.38s | IPM=  278 | Solved | ETA 17.2h
[  2.1% 137/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.2 | time=  1.56s | IPM=   97 | Solved | ETA 17.1h
[  2.1% 138/6600] Direct S3-Tgts  MC 1/100 CV=0.2 | time= 13.96s | IPM=  332 | Solved | ETA 17.4h
[  2.1% 139/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.3 | time=  1.55s | IPM=  102 | Solved | ETA 17.3h
[  2.1% 140/6600] Direct S3-Tgts  MC 1/100 CV=0.3 | time= 13.60s | IPM=  316 | Solved | ETA 17.5h
[  2.1% 141/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.4 | time=  1.82s | IPM=  122 | Solved | ETA 17.4h
[  2.2% 142/6600] Direct S3-Tgts  MC 1/100 CV=0.4 | time= 12.97s | IPM=  293 | Solved | ETA 17.7h
[  2.2% 143/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.5 | time=  1.80s | IPM=  116 | Solved | ETA 17.6h
[  2.2% 144/6600] Direct S3-Tgts  MC 1/100 CV=0.5 | time= 11.30s | IPM=  185 | Solved | ETA 17.7h
[  2.2% 145/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.6 | time=  1.87s | IPM=  112 | Solved | ETA 17.7h
[  2.2% 146/6600] Direct S3-Tgts  MC 1/100 CV=0.6 | time=  8.72s | IPM=  180 | Solved | ETA 17.8h
[  2.2% 147/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.7 | time=  1.79s | IPM=  113 | Solved | ETA 17.7h
[  2.2% 148/6600] Direct S3-Tgts  MC 1/100 CV=0.7 | time=  8.62s | IPM=  179 | Solved | ETA 17.8h
[  2.3% 149/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.8 | time=  1.72s | IPM=  111 | Solved | ETA 17.7h
[  2.3% 150/6600] Direct S3-Tgts  MC 1/100 CV=0.8 | time=  8.19s | IPM=  176 | Solved | ETA 17.8h
[  2.3% 151/6600] CV-SDP S3-Tgts  MC 1/100 CV=0.9 | time=  1.74s | IPM=  113 | Solved | ETA 17.7h
[  2.3% 152/6600] Direct S3-Tgts  MC 1/100 CV=0.9 | time=  8.19s | IPM=  174 | Solved | ETA 17.7h
[  2.3% 153/6600] CV-SDP S3-Tgts  MC 1/100 CV=1.0 | time=  1.70s | IPM=  110 | Solved | ETA 17.7h
[  2.3% 154/6600] Direct S3-Tgts  MC 1/100 CV=1.0 | time=  8.05s | IPM=  177 | Solved | ETA 17.7h
[  2.3% 155/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.0 | time=  2.33s | IPM=  166 | Solved | ETA 17.7h
[  2.4% 156/6600] Direct S3-Tgts  MC 2/100 CV=0.0 | time=  9.19s | IPM=  256 | Failed | ETA 17.8h
[  2.4% 157/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.1 | time=  1.60s | IPM=  105 | Solved | ETA 17.7h
[  2.4% 158/6600] Direct S3-Tgts  MC 2/100 CV=0.1 | time= 25.88s | IPM=  630 | Solved | ETA 18.2h
[  2.4% 159/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.2 | time=  1.69s | IPM=  106 | Solved | ETA 18.1h
[  2.4% 160/6600] Direct S3-Tgts  MC 2/100 CV=0.2 | time= 14.15s | IPM=  315 | Solved | ETA 18.3h
[  2.4% 161/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.3 | time=  1.63s | IPM=  100 | Solved | ETA 18.2h
[  2.5% 162/6600] Direct S3-Tgts  MC 2/100 CV=0.3 | time= 14.28s | IPM=  323 | Solved | ETA 18.4h
[  2.5% 163/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.4 | time=  2.00s | IPM=  131 | Solved | ETA 18.3h
[  2.5% 164/6600] Direct S3-Tgts  MC 2/100 CV=0.4 | time=  8.82s | IPM=  188 | Solved | ETA 18.4h
[  2.5% 165/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.5 | time=  1.91s | IPM=  123 | Solved | ETA 18.3h
[  2.5% 166/6600] Direct S3-Tgts  MC 2/100 CV=0.5 | time=  8.63s | IPM=  180 | Solved | ETA 18.4h
[  2.5% 167/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.6 | time=  1.75s | IPM=  115 | Solved | ETA 18.3h
[  2.5% 168/6600] Direct S3-Tgts  MC 2/100 CV=0.6 | time=  8.44s | IPM=  178 | Solved | ETA 18.4h
[  2.6% 169/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.7 | time=  1.69s | IPM=  101 | Solved | ETA 18.3h
[  2.6% 170/6600] Direct S3-Tgts  MC 2/100 CV=0.7 | time=  8.64s | IPM=  171 | Solved | ETA 18.4h
[  2.6% 171/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.8 | time=  1.83s | IPM=  109 | Solved | ETA 18.3h
[  2.6% 172/6600] Direct S3-Tgts  MC 2/100 CV=0.8 | time=  8.39s | IPM=  170 | Solved | ETA 18.4h
[  2.6% 173/6600] CV-SDP S3-Tgts  MC 2/100 CV=0.9 | time=  1.76s | IPM=  107 | Solved | ETA 18.3h
[  2.6% 174/6600] Direct S3-Tgts  MC 2/100 CV=0.9 | time=  8.43s | IPM=  170 | Solved | ETA 18.4h
[  2.7% 175/6600] CV-SDP S3-Tgts  MC 2/100 CV=1.0 | time=  1.73s | IPM=  104 | Solved | ETA 18.3h
[  2.7% 176/6600] Direct S3-Tgts  MC 2/100 CV=1.0 | time=  8.39s | IPM=  170 | Solved | ETA 18.4h
[  2.7% 177/6600] CV-SDP S3-Tgts  MC 3/100 CV=0.0 | time=  2.59s | IPM=  177 | Solved | ETA 18.3h
[  2.7% 178/6600] Direct S3-Tgts  MC 3/100 CV=0.0 | time= 11.98s | IPM=  296 | Solved | ETA 18.5h
[  2.7% 179/6600] CV-SDP S3-Tgts  MC 3/100 CV=0.1 | time=  1.71s | IPM=  106 | Solved | ETA 18.4h
[  2.7% 180/6600] Direct S3-Tgts  MC 3/100 CV=0.1 | time= 21.24s | IPM=  489 | Solved | ETA 18.7h
[  2.7% 181/6600] CV-SDP S3-Tgts  MC 3/100 CV=0.2 | time=  1.68s | IPM=  102 | Solved | ETA 18.6h
[  2.8% 182/6600] Direct S3-Tgts  MC 3/100 CV=0.2 | time= 13.88s | IPM=  303 | Solved | ETA 18.8h
[  2.8% 183/6600] CV-SDP S3-Tgts  MC 3/100 CV=0.3 | time=  1.53s | IPM=   93 | Solved | ETA 18.7h
[  2.8% 184/6600] Direct S3-Tgts  MC 3/100 CV=0.3 | time= 14.09s | IPM=  304 | Solved | ETA 18.9h
[  2.8% 185/6600] CV-SDP S3-Tgts  MC 3/100 CV=0.4 | time=  1.58s | IPM=   95 | Solved | ETA 18.8h
[  2.8% 186/6600] Direct S3-Tgts  MC 3/100 CV=0.4 | time= 13.94s | IPM=  303 | Solved | ETA 19.0h
[  2.8% 187/6600] CV-SDP S3-Tgts  MC 3/100 CV=0.5 | time=  1.82s | IPM=  113 | Solved | ETA 18.9h
[  2.8% 188/6600] Direct S3-Tgts  MC 3/100 CV=0.5 | time=  8.94s | IPM=  199 | Solved | ETA 19.0h
[  2.9% 189/6600] CV-SDP S3-Tgts  MC 3/100 CV=0.6 | time=  1.79s | IPM=  119 | Solved | ETA 18.9h
[  2.9% 190/6600] Direct S3-Tgts  MC 3/100 CV=0.6 | time=  8.77s | IPM=  197 | Solved | ETA 19.0h
